"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"95",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",6,"Gegenwart","Deutschland","-","gute Stimmung, Wirtschaft unsicher",1,""
"96",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",7,"Gegenwart","Deutschland, Welt","-","Daten der deutschen Wirtschaft solide, Exportweltmeister, Euro konstant, ?lpreise konstant, Weltkonjunktur anhaltend gut",2,""
"97",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",8,"Gegenwart","Deutschland","-","steigend Binnennachfrage, Produktionsanlagen-Modernisierung, steigend Industrieproduktion, Auftragslage gut, problematisch Gesundheitswesen-Reform",2,""
"98",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",9,"Zukunft","Deutschland","-","Mehrwertsteuer steigend, Konsum sinkend",0,""
"99",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",10,"Vergangenheit","Deutschland","-","Wirtschaft stagniert, Arbeitslosenzahl steigt an, Wachstum bescheiden",0,""
"100",8,"http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true",2006,10,"Zeit","Bester Laune am Abgrund entlang","Klaus-Peter Schmid",11,"Zukunft","Deutschland","-","Wachstum kann steigen, Konjunktur muss nicht einbrechen",1,""
"101",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",1,"Gegenwart","Deutschland","-","steigend Aktienkurse, kletternder Dax",3,""
"102",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",2,"Gegenwart","Deutschland","-","steigend Dax, Dax-Rekordstand",3,""
"103",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",3,"Gegenwart","Deutschland","-","hoch Blasen-Warscheinlichkeit",0,""
"104",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",4,"Gegenwart, Vergangenheit","Deutschland","-","gewachsen Gewinne-Deutsche-Bank, hoch Kurs-Gewinn-Verh?ltnis, niedriger als 1990",2,""
"105",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",5,"Gegenwart","Deutschland","-","g?nstig Aktien, Betrachtung-Probleme",1,""
"106",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",6,"Gegenwart","Deutschland, Welt","-","abnormal-hoch Gewinne, Aktien nur bei hohen Gewinnen g?nstig, m?glich schwacher Lohnanstieg",2,""
"107",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",7,"Gegenwart","Deutschland, USA","-","Gewinnmargen unter Druck, steigend Investitionen, steigend Zinsen, steigend L?hne, steigend Rohstoffpreise, fallend Dollarkurs",0,""
"108",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",8,"Gegenwart","Deutschland","-","?bertriebener Optimismus, Unternehmen ausweiten Margen wie noch nie",-1,""
"109",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",9,"Gegenwart","Deutschland, Eurozone, Japan","-","steigend Notenbanken-Zinsen, Inflationsrisiken-EZB, steigende Prognosen Leitzins, positive Inflationsrate",-1,""
"110",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",10,"Gegenwart, Zukunft","Welt","-","teurere Wetten der Anleger, Finanzm?rkte m?gen keine Zinserh?hungen, steigend Rendite-Staatsanleihen, steigend Risikoappetit, sinkend Risikofreude-Zukunft",-2,"Frage: Was mache ich mit Werturteilen siehe links? Br?uchten wir einen Standard a la ãnegativ Zinserh?hungen-Finanzm?rkteà"
"111",9,"http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true",2006,11,"Zeit","Aktien sind keine Schn?ppchen mehr","Robert von Heusinger",11,"Gegenwart","Welt","-","keine echte Blasenbildung, Chancen geringer als Risiken",-1,"noch zu Abschnitt 10: Hier ?ndert sich die Risikofreude von Gegenwart zu Zukunft. Wie eintragen?"
"112",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",1,"Vergangenheit, Gegenwart","Deutschland","-","KarstadtQuelle trennt sich von vielem, groõer Immobiliendeal",0,""
"113",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",2,"Gegenwart","Deutschland","-","aufh?bschen Bilanz-Karstadt, profitabel Weiterver?uõerung-Immobilien",-1,""
"114",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",3,"Gegenwart","Deutschland","-","Kauf auf Pump, riskant Milliardendeal, kritisch Mieteinnahmen",-2,""
"115",10,"http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true",2006,14,"Zeit","Karstadt kauft sich selbst","Marcus Rohwetter",4,"Gegenwart","Deutschland","-","planbar Karstadt-Middelhoff, steuerbar Karstadt-Middelhoff, ungewiss Zukunft-Versandhandel, Konflikte im Konzern",-1,""
"116",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",1,"Gegenwart","Deutschland","-","steigend Streik-Anzahl, h?rtere Tarif-Auseinandersetzungen, aufbegehrende Gewerkschaften, ungleiche Lohn-Entwicklung",-1,""
"117",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",2,"Vergangenheit","Deutschland","-"," Steigend Lohn-IG-Metall weist Weg f?r andere Branchen",2,""
"118",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",3,"Gegenwart","Deutschland","-","steigend Gegens?tze, steigend Lohn-IG-Metall, fallend Lohn-Verdi, steigend Lohn-?rzte, fallend Lohn-Geb?udereiniger",-1,"Ver.di ist bei mir Verdi"
"119",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",4,"Gegenwart","Deutschland","Niedersachsen","zersplitternd Tarife innerhalb Branchen, unterschiedliche Tarife ?ffentlicher Dienst, unterschiedliche Industrie-L?hne, tats?chliche Lohnentwicklung weicht von tariflicher ab",-2,""
"120",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",5,"Gegenwart, Vergangenheit","Deutschland","-","schwer Lohnunterschiede-Veringerung-Gewerkschaften, k?mpfen f?r gleiche L?hne, gravierende Gesellschaft-Folgen, aufl?sendes System",-2,""
"121",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",6,"Zukunft","Deutschland","-","steikende ?rzte, streikende Krankenschwestern, streikendes K?chenpersonal, streikende Krankenwagen-Besatzungen, einzelne Tarifk?mpfe, lahmgelegte Wirtschaftsbereiche",-2,""
"122",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",7,"Gegenwart, Zukunft","Deutschland, Welt","-","auseinander driftende L?hne, gute Unterschiede-?konomen, effizienter Markt-?konomen, Gerechtigkeit-Staat-?konomen",-1,"nochmal zur Sicherheit: Bei allgemeing?ltigen Behauptungen gebe ich als Land 'Welt' an"
"123",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",8,"Gegenwart, Zukunft","Deutschland","-","einflussreich Staat, m?chtig Gesellschaft, schwache Gewerkschaften, n?tig steigender Spitzensteuersatz, n?tiger Kombilohn",0,""
"124",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",9,"Gegenwart, Vergangenheit","Deutschland, Welt","-","dringlich Aufstiegschancen-Herstellung, anst?ndig-bezahlt Industriearbeitsplatz, unsicherer Niedriglohnsektor, notwendig Staatseingriff-Bildungschancen, notwendig Staatseingriff-Aufstiegschancen",-1,"ein Problem haben wir, wenn die thematischen Bewertungen teilweise in der Vergangenheit und der Zukunft stattfinden. Ihr k?nnt nicht wissen, welche in der Vergangenheit und welche in der Zukunft stattfindet, ist ja alles im selben Feld..."
"125",11,"http://www.zeit.de/2006/16/Argument/komplettansicht?print=true",2006,16,"Zeit","Mehr K?mpfe, weniger Kampfkraft","Kolja Rudzio",10,"Gegenwart, Zukunft","Deutschland","-","vorr?bergehende St?rke-einzelne-Gewerkschaften, schwindend Gewekschaften-Macht, n?tig-Staatseingriff, gesellschaftliche Folgen",0,""
"126",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",1,"Gegenwart, Zukunft","Deutschland","-","schweigend Kommunikationschef-Altana, gute PR-Altana, ?ffentliche Unruhe, wichtige Verhandlungen, unsichere Altana-Zukunft",0,""
"127",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",2,"Gegenwart","Deutschland, Welt","-","endend Deutschland-Wurzeln-Altana, diktierender Markt, nicht allein behaupten Pharmakonzern-weltweit-Wettbewerb, nutzlos Eigentum-Klatten",-2,"Vielleicht w?re es sinnvoll, statt dem Namen der Firma (Altana) einfach 'Konzern' o.?. zu schreiben damit ihr nicht sammeln m?sst?"
"128",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",3,"Zukunft","Deutschland, Groõbritannien, Welt","-","Rettungsaktion, verselbstst?ndigen Tochter-Chemiesparte, verselbstst?ndigen Tochter-Pharmasparte, vergr?õern B?rsenmasse, Kauf Produzent, wichtiges Pharmagesch?ft, strategischer Partner-Goldman-Sachs",0,""
"129",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",4,"Gegenwart, Vergangenheit, Zukunft","Deutschland, Welt","-","fallend Zuwachsraten, hoch Umsatz-Medikament-Pantoprazol, endend Forschungs-Pipeline, endend Patentschutz, absehbare L?cke, niedrig Ank?ufe, heiõe Verhandlungsphase",-2,"mir f?llt es immer noch schwierig, thematisch einzuordnen was mit Verben beschrieben wird eg verdankt Altana seinen Umsatz einem Medikament"
"130",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",5,"Vergangenheit, Gegenwart, Zukunft","Deutschland","Singen, Konstanz","intensive Gespr?che-Schweickard, wenig Verhandlungs-Zeit, Entscheidungsdruck-Stimmung, nerv?se Arbeitnehmer, anhaltende Angst, gehemmter Forschungsgeist",-1,""
"131",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",6,"Vergangenheit, Zukunft","Deutschland","Oranienburg","m?glicher R?ckzug-Klatten, konstant Familienbesitz, vergangene Erfolge",-1,""
"132",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",7,"Vergangenheit, Zukunft","Deutschland","-","milliardenschwere R?ckrufrisiken, stark steigende Forschungskosten, ver?nderte Rahmenbedingungen, m?glicher Verkauf",0,""
"133",12,"http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true",2006,21,"Zeit","Ein Konzern wird zerlegt","Cerstin Gammelin",8,"Gegenwart, Zukunft","Deutschland, Europa, USA, Japan","-","unsicheres Verhandlungsergebnis, alternative Szenarien, belastend Verkauf-Novatis, belastend Verkauf-Boehringer-Ingelheim, stark Verkauf-?bersee, m?glich Verkauf-Finanzinvestor",0,""
"134",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",1,"Vergangenheit, Gegenwart, Zukunft","Groõbritannien","-","bewegtes Meer, erstes Wellenkraftwerk, steigend Umweltschutz",2,"Bei diesem Artikel habe ich Probleme mit dem Land, es gibt klare Angaben im Artikel aber eigentlich betrifft Forschung ja die ganze Welt"
"135",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",2,"Gegenwart","Groõbritannien","-","komplexe High-Tech, schwimmende Energie-Erzeugung, futuristisches ?uõeres",1,""
"136",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",3,"Gegenwart, Zukunft","Groõbritannien","-","einfache Prinzipien, physikalische Prinzipien, dynamische Wellen, hydraulische Generatoren, aussichtsreiches Projekt",2,""
"137",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",4,"Gegenwart","Deutschland","Ostsee, Nordsee","sinvolle Idee-Uwe-Graw, deutsche Chancen-Standorte, kaum Platz, angek?ndigter Neubau",2,""
"138",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",5,"Gegenwart, Zukunft","Groõbritannien","-","hochtourige Vorbereitungen, finanziertes Forschungszentrum-European-Maritime-Energy-Centre, potentielle Betreiber, rauhes Umfeld",2,"Schottland ist bei mir GB, richtig?"
"139",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",6,"Gegenwart, Zukunft","Nordsee, Portugal","-","rouste Schlange-Pelamis-Max-Carcas, gr?õerer Auftrag, schwimmender Wellenenergie-Konverter-Investition, steigend Ausbau",2,"Was machen wir mit Meeren?"
"140",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",7,"Gegenwart, Zukunft","Groõbritannien, USA, Spanien","-","kleinere Entwicklerb?ros, frisches Wagniskapital-Bem?hung, verschiedene Systeme, unterzeichnete Vereinbarung",2,""
"141",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",8,"Zukunft","Deutschland, Groõbritannien","Leipzig","unausgereifte Meeresenergieparks, ausgereifte Zukunft-Meeresenergieparks, enorme Stromernte-Londoner-Weltenergierat, k?nftige Strombedarf-Deckung",2,"Hier wieder das Zukunft und Gegenwart gleichzeitig Problem"
"142",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",9,"Zukunft","Groõbritannien","-","vergleichbare Kosten-Windenergie, baldiger H?henflug-Hoffnung-Pelamis-Max-Carcas, wirtschaftliche Meer-Energiegewinnung",2,""
"143",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",10,"Gegenwart, Zukunft","Groõbritannien, Saudi-Arabien","-","lukrative Standorte-Wettbewerb, hohes Potential-Schottland-Ian-Brydon, konkurrierende Europ?er, konkurrierende Amerikaner",1,""
"144",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",11,"Vergangenheit, Gegenwart, Zukunft","USA","-","hohes Standortpotential-Electric-Power-Research-Institute, hohes Energiepotential, l?ngerfristige Orientierung, unterschiedliche Wellen-Energieprojekte, unterschiedliche Gezeiten-Energieprojekte, geeignete Standorte, ",2,""
"145",13,"http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true",2006,22,"Zeit","Strom aus der Welle","Lothar Lochmaier",12,"Gegenwart, Zukunft","Deutschland, Groõbritannien","-","vorl?ufige Pl?ne, zunehmendes Wirtschaft-Geh?r, erg?nzende Unternehmen",2,"Problem mit Verben: Das Unternehmen schmiedet pl?ne"
"146",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die B?rger","Elisabeth Niejahr",1,"Vergangenheit, Gegenwart","Deutschland","-","nette Kritiker, konzeptionelles Durcheinander-Groõe-Koalition, abhanden-kommendes Ziel-Lohnnebenkosten-Senkung, abhanden-kommendes Ziel-SPD, abhanden-kommendes Ziel-CDU",-1,""
"147",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die B?rger","Elisabeth Niejahr",2,"Vergangenheit","Deutschland","-","Haushaltssanierung-Priorit?t, h?here Mehrwertsteuer, h?here Einnahmen, schwach-sinkende Lohnnebenkosten",-1,"Es f?llt mir schwer, zwei aufeinanderfolgende Adjektive zu vermeiden"
"148",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die B?rger","Elisabeth Niejahr",3,"Gegenwart, Zukunft","Deutschland","-","anhaltende Krankenkassenbeitr?ge, steigender Rentenbeitrag, z?he Gesundheitsreform-Verhandlungen, kaum Einsparungen, ?berraschend hohe Bundesagentur-f?r-Arbeit-?bersch?sse, fallend Zielsetzung-Nebenkosten-Senkung",-2,""
"149",14,"http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true",2006,23,"Zeit","Im Zweifel gegen die B?rger","Elisabeth Niejahr",4,"Gegenwart, Zukunft","Deutschland","-","str?ubende Union, fehlleitende Reden, fehlleitende Aufs?tze, konstante Beitr?ge, steigende Steuern, steigende Sozialabgaben",-2,""
"150",15,"http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true",2006,25,"Zeit","Kampf an allen Fronten","Meyer-Timpe",1,"Vergangenheit, Gegenwart","Deutschland","-","neuer Verdi-Tarifvertrag, unvertretene ?rzte, ungebunden an Abschluss-?rzte, steigend Streiks-Klinik?rzte, betroffene Unikliniken, betroffene Landeskrankenh?user, m?glich baldiger Abschluss",-2,""
"151",15,"http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true",2006,25,"Zeit","Kampf an allen Fronten","Meyer-Timpe",2,"Gegenwart, Zukunft","Deutschland","-","abgebrochene Verhandlungen-Kommunen, m?glich unbefristeter Streik-Marburger-Bund",-2,""
"152",16,"http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true",2006,27,"Zeit","Steinbr?ck muss stur bleiben","Klaus-Peter Schmid",1,"Gegenwart, Zukunft","Deutschland","-","steuerliche Entlastung-Unternehmen, niedriger Besteuerung-Zinsen, h?her Besteuerung-Geh?lter, geschontes Verm?gen-Einkommen",-1,"Gegenwart und Zukunft gehen sehr oft zusammen, gutes Beispiel hier"
"153",16,"http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true",2006,27,"Zeit","Steinbr?ck muss stur bleiben","Klaus-Peter Schmid",2,"Gegenwart","Deutschland","-","sinvolle Unternehmenssteuer-Reform, korrigierte Wettbewerbsnachteile, sinkende K?rperschaftssteuer, einheitliche Zinseinnahmen-Belastung, gest?rkte Gewerbesteuer, ",2,""
"154",16,"http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true",2006,27,"Zeit","Steinbr?ck muss stur bleiben","Klaus-Peter Schmid",3,"Gegenwart, Zukunft","Deutschland","-","kleine Reform, unsolides Konzept, neue Einw?nde, neue ?nderungsw?nsche, verunsicherte Wirtschaft, zu beweisende Handlungsf?higkeit",-1,"wieder kann man zukunft und GW nicht trennen"
"155",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",1,"Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, Eggesin","neues M?belgesch?ft, neuer Rathausplatz, gutes Produkt-Agnieszka-Kropildo, ?kologische M?bel, neugierige Kunden",2,""
