"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"276",25,"http://www.zeit.de/2006/45/Handel_Enttaeuscht/komplettansicht?print=true",2006,45,"Zeit","Handel: Entt„uscht","",2,"Vergangenheit, Gegenwart","Deutschland","","Ums„tzen-Umfragen-Widerspruch, bescheinigen Konsumlaune, schuldig Wetter, d„mpf Kauflust",-1,"bessere Formulierung?","","25 2"
"277",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",1,"Vergangenheit, Gegenwart","Deutschland","","stark Wirtschfatswachstum-Merkel, Stagnationsjahre-Vergangenheit, befinden Aufschwung-Merkel",2,"Kanzlerin = Angela-merkel","40 Minuten","26 1"
"278",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",2,"Vergangenheit, Gegenwart","Deutschland","","entscheidende Weichenstellungen-Vergangenheit, F”deralismusreform-Einigung, Rentenpolitik-Verst„ndigung, Gesundheitspolitik, UN-Friedensmissionen",1,"was ist der ""Nahe Osten""? ""Welt"" ?","","26 2"
"279",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",3,"Gegenwart, Zukunft, Vergangenheit","Deutschland","Sachsen, Dresden; Sachsen, Leipzig","Bild-Zeitung, angekndigt-Reformanstrengungen, wegweisende-unabdingbare Weichenstellung-Vergangenheit-Merkel, weitergehen Richtung-Merkel, innerparteilichen Widersacher, dr„ngt sozialere-Ausrichtung-Rttgers, rckg„ngig Hartz-Reformen-Rttgers",1,"","","26 3"
"280",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",4,"Gegenwart, Vergangenheit","Deutschland","","positive Zwischenbilanz-Struck, schlechtes Zeugnis-Westerwelle, schmcken fremde- Federn-Westerwelle, guten Wirtschaftszahlen, unberechtigt Reklamation-Westerwelle, erfolgreichen Fuáball-WM, ohne Kanzlerin-Zutun",1,"SPD-Fraktionschef = Peter-Struck;  CDU-Fraktionschef = Volker-Kauder; FDP-Chef = Guido-Westerwelle ","","26 4"
"281",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",5,"Gegenwart","Deutschland","","unterstellte Realit„tsverlust-Westerwelle, glauben Wirtschfatswachstum-Einfluss-Westerwelle",-1,"","","26 5"
"282",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",6,"Gegenwart, Vergangenheit","Deutschland","","rot-grnen Verdienst-Wirtschaftszahlen-Knast, einstreichen Reformdividende-Knast, nervenschwach Sch”rder-Knast, verpasst Dividenden-Einstreichung-Knast",-1,"Grnen-Fraktionschefin = Renate-Knast","","26 6"
"283",26,"http://www.zeit.de/online/2006/47/Merkel-Rede/komplettansicht?print=true",2006,47,"Zeit online","Merkel mit sich zufrieden","",7,"Gegenwart, Zukunft","Deutschland","","schwach Neuverschuldungsabbau-Knast, Armutszeugnis-Knast, schleppend Haushaltsausgleich-Knast, usgeklammert neue-L„nder-Entwicklung-Linkspartei ",-2,"","","26 7"
"284",27,"http://www.zeit.de/2006/48/Willkommen_in_Deutschland_/komplettansicht?print=true",2006,48,"Zeit","Willkommen in Deutschland?","Klaus-Peter Schmid",1,"","","","",NA,"","","27 1"
"285",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",1,"Vergangenheit, Gegenwart","Deutschland","","ThyssenKrupp, zukunftstr„chtiges Autozulieferbereich-Vergangenheit, errichten Technologiekonzern-Vergangenheit, scheiterte Deal-Vergangenheit, Siemens, Bosch, unerfllt Erwartungen, hoch Autobereich-Besch„ftigung, geringsten Margen, rote Zahlen ",-2,"20 Minuten","","28 1"
"286",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",2,"Gegenwart","USA, Deutschland, Asien, Kanada","","General-Motors, Ford, Chrysler, hohen ™lpreise, umsteigen asiatische-Kleinwagen-Amerikaner, kaum-beisteuert Teile-ThyssenKrupp, zog Notbremse-Schulz, billig Verk„ufe-Schulz, verschmolzen Sparten ",-2,"Konzernchef-ThyssenKrupp =  Ekkehard Schulz,","","28 2"
"287",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",3,"Gegenwart","Deutschland","Nordhein-Westfallen, Dsseldorf; Bremen; Baden-Wrttemberg, Heilbronn ","ungel”st Probleme, verzweifelt Auftragskampf, Dsseldorfer-Lenkungswerk, Maschinenfabrik-Krause, Anlagenbauer-Drauz-Nothelfer ",-1,"","","28 3"
"288",28,"http://www.zeit.de/2006/49/Thyssen-Kasten-Auto/komplettansicht?print=true",2006,49,"Zeit","Brandstellen","Jutta Hoffritz",4,"Gegenwart, Zukunft","Deutschland","","Drauz-Nothelfer, Auftr„geleerlauf, Arbeitsplatzabbau-Vergangenheit, Stellenabbau-Zukunft, Teilschlieáung-Zukunft, Verkauf-Zukunft, restrukturieren Konkurenten-Dreher ",NA,"","","28 4"
"289",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",1,"Gegenwart, Vergangenheit","Deutschland","","Abzocke, Pelletmafia, Kunden-Nepp, Holzpelett-B”rse, Holzpellet-Umstieg, planten guten-Klimabilanz-Vergangenheit, planten Ersparnisse-Vergangenheit, Illusion",-2,"","1 Stunde","29 1"
"290",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",2,"Gegenwart, Vergangenheit","Deutschland","","emissionslos Holzpellets, Preisvorteile-Vergangenheit, steigen Pelletheizungen-Anzahl, stiegen ™lpreis, Ersparniserwartungen ",-1,"","","29 2"
"291",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",3,"Gegenwart","Deutschland","","b”ses Erwachen, massiv-erh”ht Holzpreise, abgezockt-Holzoffenbesitzer, Unsicherheit-Holzheizungsanschaffung",-1,"","","29 3"
"292",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",4,"Gegenwart","Deutschland","","teuer umweltfreundliche-Energie, hoch Solaranlagenpreise, Renditenausfall-Solarstromanlagen-Photon, bessere Rendite-Bundesschatzbriefes ",-1,"","","29 4"
"293",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",5,"Gegenwart, Vergangenheit","Deutschland, USA, Japan, Welt","Bayern","Preiserh”hungen-Solarindustrie, hohe Nachfrage, hohe Renditen-Solaranlagen-Vergangenheit, hoch Solarmodul-Erwerb-Vergangenheit, gr”áten Solarmarkt-Deutschland ",1,"","","29 5"
"294",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",6,"Gegenwart, Zukunft","Deutschland","Nordhein-Westfallen, Bonn; Sachen, Thalheim; Baden-Wrttemberg, Freiburg","Solarworld, Q-Cells, vervielfach Kapazit„ten, Massenproduktion, senken Kosten, steigen Solarpreise, sagenhafte Gewinne, Fraunhofer-ISE, hoch Umsatzrenditen, abwrgen handel-Luther, Markt-Vollbremsung, sinken Solarmodul-Erwerb",-1,"Frauenhofe-ISE = Fraunhofer-Instituts-fr-Solare-Energiesysteme","","29 6"
"295",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",7,"Gegenwart, Zukunft","Deutschland","","sinken Holzheizung-Erwerb-DEPV, DEPV, sp„t-rentabel Pelletheizung-Kauf, undeutlich Heizartunterschiede-Weinreuter,  investieren W„rmed„mmung-Zukunft-Weinreuter",-1,"Deutschen-Energie-Pellet-Verband = DEPV","","29 7"
"296",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",8,"Gegenwart, Zukunft","Deutschland","","spekulieren Holzpreis, berschritten Pelletpreisentwicklung-Gipfel-Schmidt, DEPV, steigen Pelletprodukttion-zukunft-Schmidt, sinken Palettpreis-Zukunft-Schmidt",1,"","","29 8"
"297",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",9,"Gegenwart, Zukunft","Deutschland","Hamburg","mutig Prognose-Mantau, zugenommen Heizkessel-Nachfrage, zugenommen Kamin-Nachfrage, expandierenden Werke, brauchen Wald-Roshtoffe, teuer Holzsorten, steigen S„gereste-Preise, steigen Pelletpreise-Zukunft-Euwid, zurckweisen Abzockevorwrfe, hoch Einkaufspreise-leibold, German-Pellets, retten Branchenruf, ungeholfen Pelletheizung-K„ufer ",-1,"Wald-Roshtoffe = Holz","","29 9"
"298",29,"http://www.zeit.de/2006/50/Holzpreis/komplettansicht?print=true",2006,50,"Zeit","Kein Plus mit Pellets","Marcus Franken",10,"Gegenwart, Zukunft, Vergangenheit","Deutschland","","abwarten Rendite-Interessierten, ausgleichen Angebot-Nachfrage-Zukunft, Preis-Rckzug-Solarzell-Zukunft, konstant Heizholz-Preise-Zukunft, guten Klimabilanz, niedrig Holzheizer-Kosten-Vergangenheit",-1,"","","29 10"
"299",30,"http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true",2006,52,"Zeit","Es grnt so grn","Justus Bender",1,"Gegenwart","Deutschland","","wachsen Weinachtsbaum-Verkauf, steigen Single-Anzahl-HDH, gestiegen Weihnachtsb„umen-Nachfrage, Zweitbaum-Trend-Klaas, gestiegen Einpersonenhaushalte-Anzahl ",1,"auptverband-der-Deutschen-Holzindustrie = HDH","30 Minuten","30 1"
"300",30,"http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true",2006,52,"Zeit","Es grnt so grn","Justus Bender",2,"Gegenwart","Deutschland","Nordhein-Westfallen, Siegen","Geborgenheit-Sehnsucht, zelebriert Familie, prototypische Symbol-Weihnachtsbaum-Meyer, alternativen Milieuaufl”sung-Meyer, bes„nnen heimische-Traditionen-Meyer",1,"","","30 2"
"301",30,"http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true",2006,52,"Zeit","Es grnt so grn","Justus Bender",3,"Gegenwart, Vergangenheit","Deutschland, Welt","","Tannenbaum-Konjunktur, patriotischen Sommerm„rchens, Deutschtmelei-Meyer, stabilen Zugeh”rigkeitskategorien-Wunsch-Meyer",1,"patriotischen-Sommerm„rchens = Fuáballweltmeisterschaft","","30 3"
"302",30,"http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true",2006,52,"Zeit","Es grnt so grn","Justus Bender",4,"Gegenwart, Vergangenheit","Deutschland, Welt, Frankreich","","brgerlichen Ideale, Tanne-Idealisierung",0,"","","30 4"
"303",30,"http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true",2006,52,"Zeit","Es grnt so grn","Justus Bender",5,"Gegenwart","Deutschland","","O-Tannenbaum, Lehren",0,"Lied - k”nnte auch gestrichen werden","","30 5"
"304",30,"http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true",2006,52,"Zeit","Es grnt so grn","Justus Bender",6,"Gegenwart","Deutschland, USA","","Pragmatismus-Amerikaner, romantische Natursehnsucht-Deutschen, witterungsbedingten Preisanstiegs, sinken Pl„tzchenabsatz, steigen Weihnachtsbaumverkauf",0,"","","30 6"
"305",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",1,"Gegenwart","Deutschland","","Wirtschaftskrise, Gipfeltreffen, Konsensgesellschaft, verdanken Miesere-Banker",-1,"","55 Minuten","31 1"
"306",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",2,"Gegenwart, Zukunft","Deutschland","Berlin","unentschieden Regierung, treibt Rezession-Zukunft, bedroht Wohlstand-Zukunft, bedroht Jobs-Zukunft, unzureichend betriebsbedingte-Kndigungen-Pakt, konkursgef„hrdeter Firmen-Zukunft ",-2,"","","31 2"
"307",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",3,"Gegenwart, Zukunft","Deutschland","Berlin","„ngstlich Bev”lkerung, unwissend ™konomen, versagen Rechenmodelle, auáer-Kraft-setzen Bewegungsgesetze, falsch Prognosen, harte-kurze Krise-Zukunft, jahrelanges Siechtum-Zukunft",-2,"","","31 3"
"308",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",4,"Vergangenheit, Gegenwart","Deutschland, Griechenland, Welt","","Lernerlebnis-™konomen, Vorhersagen-Demut, Krisenrezepten-Verschreibung, lehrreich Krise,  schnell- entwickelt Krise, global Krise,mehrfach Verschlechterung",-2,"","","31 4"
"309",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",5,"Vergangenheit, Gegenwart, Zukunft","USA, Welt","","anhaltend Bankenkrise, aufspannten Rettungsschirme, stabil groáe-Institute, zuspitzen Entwicklung, umwidmen Rettungspaket-Vergangenheit-Paulson, aufkaufen Schrottpapiere-Vergangenheit-Paulson, schlecht Banken-Zustand, brauchen Einlangen-Garantien, aufkaufen Immobilienpapiere-US-Notenbank, sinken Zinsen-Zukunft, drucken Geld, ”konomischer Not  ",-2,"US-Finanzminister = Henry-Paulson","","31 5"
"310",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",6,"Gegenwart, Zukunft","Deutschland","","zurckkehren-Finanzdrama, stagnieren Kreditgesch„ft, bevorstehen Finankrise-Fortsetzung, jetzigen Rezession, wegbricht Absatz, zahlungsunf„hig Kredite, beklagen Zahlungsausf„lle, Finanzkrach, realwirtschaftlichem Abschwung, verst„rken Schrecken-Zukunft",-3,"","","31 6"
"311",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",7,"Gegenwart, Zukunft","Deutschland, Frankreich, Groábritannien, Welt","","besser Ausgangslage, ohne  Immobilienblase, Exportberschuss, Kapitalberschuss, unabh„ngig ausl„ndischem-Kredit, frchten hohe-Staatsschulden-Brger, frchten galoppierende-Inflation-Brger, globaler Abschwung, bedroht Wohlstand, Exportweltmeister",1,"","","31 7"
"312",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",8,"Gegenwart, Zukunft","Deutschland","","massiv-schrumpft Wirtschaft-Zukunft, aufnhemen Abschwungskampf, ausweiten Schulden-Zukunft, schaffen dauerhafte-Werte-Zukunft, steigen Investitionen-Zukunft, Bildungsinvestitionen-Zukunft, Infrakstrukturinvestitionen-Zukunft, Umweltschutzinvestitionen-Zukunft, abzukoppel Einkommensteuer-Inflation-Zukunft",-1,"","","31 8"
"313",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",9,"Gegenwart, Zukunft","Deutschland, USA","","verz”gert Investitionsprogramm-Wirkung, sofort-umsetzen Ausgabenprogramm, unglaubwrdig Ausgabenprogramm, minimale Neuausgaben",-1,"","","31 9"
"314",31,"http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true",2008,52,"Zeit","So viel Geld muss sein","Uwe Jean Heuser",10,"Gegenwart, Zukunft","Deutschland","Berlin","eingestehen Unw„gbare-Moment-Zukunft, offenlegen Kriterien-Zukunft, wachsende Handelsereitschaft, politischem Druck, Konjunktur-Ankurbelung, fehlt Entschiedenheit, verbessern Konjunkturpolitik-Zukunft",-1,"","","31 10"
"315",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",1,"Vergangenheit, Gegenwart","Deutschland, USA","","Jahres-Held, bewegte Massen, erlagen Reizen, behielt Ruhe, deutsche Sparer",1,"","50 Minuten","32 1"
"316",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",2,"Vergangenheit, Gegenwart","Deutschland","","deutsche Sparer, Sorgen-Hoffnung-Synonym, verspotet Sparer-Vergangenheit, niedrige Zinsen-Vergangenheit, verstaubte Anlageprodukte-Vergangenheit, Finanzkrisen-Eskalation, attraktiv Sparer",1,"","","32 2"
"317",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",3,"Vergangenheit, Gegenwart","Deutschland, USA, Groábritannien, Welt","","Lehman-Brothers, Bradford-&-Bingley, Weltfinanzsystem-Infarkt, misstrauen Banken, suchen Geld, breitmachen Panik, Bild, fhlen Volk-Puls, sorgen Geld-Privatanleger  ",-2,"","","32 3"
"318",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",4,"Vergangenheit, Gegenwart","Deutschland","","gelassen Sparer, vorgetragenen Staatsgarantie-Merkel, erh”hen Kontoeinlagen, Stabilit„ts-Anker, steigen Zinsen, umschichten Geld ",1,"","","32 4"
"319",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",5,"Gegenwart","Deutschland, USA","","private Altersvorsoge-Notwendigkeit, steigen Spareinlagen, Sicherheit-Sehnsucht, Abschwung-Angst, hoch Bankkonten-Einlagen, hoch Sparquote-Deutschland, niedrig Sparquote-USA",1,"","","32 5"
"320",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",6,"Gegenwart, Zukunft","Deutschland","","Konsum-Ausweitung-Hoffnung-Zukunft, st„rken Binnennachfrage-Zukunft, niedrige Inflationsrate, gute Tarifabschlsse, mehr Ersparnisse, mehr Konsum, vollen Kaufh„user ",2,"","","32 6"
"321",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",7,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","zunahme Aktien-Haltung-Hoffnung-Zukunft, jngste B”rsenabsturz, zunichtemachte Gewinne, sank Aktion„r-Zahl, sinken Aktion„r-Zahl-Zukunft ",-1,"","","32 7"
"322",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",8,"Gegenwart","Deutschland ","","risikoavers Deutsche, ausgeben Erwirtschaftetes, ungern Schulden, verantwortungsbewusst Handeln, finanzieren Investitionen",1,"","","32 8"
"323",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",9,"Gegenwart, Zukunft","Deutschland ","","l„sst Festgeldkonto-Einlagen, ungeheur Finanzprodukte, unverst„dnlich Finanzprodukte, mehr-Ertrag-mehr-Risiko, bedacht Investitionen-Zukunft",1,"","","32 9"
"324",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",10,"Gegenwart, Zukunft","Deutschland ","","unerwartet wundersame-Vermehrung-Zukunft, hohe Kante, ungewollt Geld-Vermehrung-Mey, vorsorgen Alter, streuen Verm”gen-Zukunft, entdecken lukrativere- Produkte, Zukunft",0,"bunte-Prospekten = riskante Finanzprodukte","","32 10"
"325",32,"http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true",2009,2,"Zeit","Lob des Langweilers","Arne Storn",11,"Gegenwart, Zukunft","Deutschland ","","misstrauen Finanzprodukte, schade Zeit, unerwartet Inflation-Zukunft, deutschen Sparer-Ruhe ",1,"","","32 11"
"326",33,"http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true",2009,4,"Zeit","Mauern in der Mitte","Josef Joffe",1,"Vergangeheit, Gegenwart","Deutschland","","anstachelten Politiker-Vergangeheit-™konomen, Krise-Psycholigie, geschnrt Konjunkturbndel, neue Wissenschaftserkenntnisse",1,"","40 Minuten","33 1"
"327",33,"http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true",2009,4,"Zeit","Mauern in der Mitte","Josef Joffe",2,"Gegenwart","Israel, Welt","","Journal-of-Economic-Psychology, Elfmeterschieáen-Fallstudie, stehen-bleiben Mitte",1,"","","33 2"
"328",33,"http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true",2009,4,"Zeit","Mauern in der Mitte","Josef Joffe",3,"Gegenwart","Israel, Welt","","wider bessere-Strategie, unsicher-antriebslos Erscheinungsbild, zeigen Handel-Willen-bar-Eli",-1,"","","33 3"
"329",33,"http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true",2009,4,"Zeit","Mauern in der Mitte","Josef Joffe",4,"Gegenwart","Deutschland, USA","","gute Torfrau, stehen-bleiben Mitte, triangulation-Lebensregel-Clinton, behalten Optionen",1,"Torfrau = Merkel","","33 4"
"330",33,"http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true",2009,4,"Zeit","Mauern in der Mitte","Josef Joffe",5,"Gegenwart, Zukunft","Deutschland, USA","Berlin","rationales Verhalten, m”rderischen Erwartungen-Druck, Wirtschaftskrise, Wirtschaftspolitik, aufziehen Konjunkturspritze, schierer Geiz-Vergleich, hochjagen US-Defizit ",-1,"","","33 5"
