;Metadaten;;;;;;;Bewertungsteil;;;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;1;Gegenwart;Deutschland;-;steigend Aktienkurse, kletternder Dax;3;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;2;Gegenwart;Deutschland;-;steigend Dax, Dax-Rekordstand;3;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;3;Gegenwart;Deutschland;-;hoch Blasen-Warscheinlichkeit;0;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;4;Gegenwart, Vergangenheit;Deutschland;-;gewachsen Gewinne-Deutsche-Bank, hoch Kurs-Gewinn-Verhältnis, niedriger als 1990;2;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;5;Gegenwart;Deutschland;-;günstig Aktien, Betrachtung-Probleme;1;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;6;Gegenwart;Deutschland, Welt;-;abnormal-hoch Gewinne, Aktien nur bei hohen Gewinnen günstig, möglich schwacher Lohnanstieg;2;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;7;Gegenwart;Deutschland, USA;-;Gewinnmargen unter Druck, steigend Investitionen, steigend Zinsen, steigend Löhne, steigend Rohstoffpreise, fallend Dollarkurs;0;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;8;Gegenwart;Deutschland;-;übertriebener Optimismus, Unternehmen ausweiten Margen wie noch nie;-1;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;9;Gegenwart;Deutschland, Eurozone, Japan;-;steigend Notenbanken-Zinsen, Inflationsrisiken-EZB, steigende Prognosen Leitzins, positive Inflationsrate;-1;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;10;Gegenwart, Zukunft;Welt;-;teurere Wetten der Anleger, Finanzmärkte mögen keine Zinserhöhungen, steigend Rendite-Staatsanleihen, steigend Risikoappetit, sinkend Risikofreude-Zukunft;-2;Frage: Was mache ich mit Werturteilen siehe links? Bräuchten wir einen Standard a la “negativ Zinserhöhungen-Finanzmärkte”
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;11;Gegenwart;Welt;-;keine echte Blasenbildung, Chancen geringer als Risiken;-1;noch zu Abschnitt 10: Hier ändert sich die Risikofreude von Gegenwart zu Zukunft. Wie eintragen?
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;1;Vergangenheit, Gegenwart;Deutschland;-;KarstadtQuelle trennt sich von vielem, großer Immobiliendeal;0;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;2;Gegenwart;Deutschland;-;aufhübschen Bilanz-Karstadt, profitabel Weiterveräußerung-Immobilien;-1;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;3;Gegenwart;Deutschland;-;Kauf auf Pump, riskant Milliardendeal, kritisch Mieteinnahmen;-2;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;4;Gegenwart;Deutschland;-;planbar Karstadt-Middelhoff, steuerbar Karstadt-Middelhoff, ungewiss Zukunft-Versandhandel, Konflikte im Konzern;-1;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;1;Gegenwart;Deutschland;-;steigend Streik-Anzahl, härtere Tarif-Auseinandersetzungen, aufbegehrende Gewerkschaften, ungleiche Lohn-Entwicklung;-1;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;2;Vergangenheit;Deutschland;-; Steigend Lohn-IG-Metall weist Weg für andere Branchen;2;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;3;Gegenwart;Deutschland;-;steigend Gegensätze, steigend Lohn-IG-Metall, fallend Lohn-Verdi, steigend Lohn-Ärzte, fallend Lohn-Gebäudereiniger;-1;Ver.di ist bei mir Verdi
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;4;Gegenwart;Deutschland;Niedersachsen;zersplitternd Tarife innerhalb Branchen, unterschiedliche Tarife öffentlicher Dienst, unterschiedliche Industrie-Löhne, tatsächliche Lohnentwicklung weicht von tariflicher ab;-2;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;5;Gegenwart, Vergangenheit;Deutschland;-;schwer Lohnunterschiede-Veringerung-Gewerkschaften, kämpfen für gleiche Löhne, gravierende Gesellschaft-Folgen, auflösendes System;-2;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;6;Zukunft;Deutschland;-;steikende Ärzte, streikende Krankenschwestern, streikendes Küchenpersonal, streikende Krankenwagen-Besatzungen, einzelne Tarifkämpfe, lahmgelegte Wirtschaftsbereiche;-2;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;7;Gegenwart, Zukunft;Deutschland, Welt;-;auseinander driftende Löhne, gute Unterschiede-Ökonomen, effizienter Markt-Ökonomen, Gerechtigkeit-Staat-Ökonomen;-1;nochmal zur Sicherheit: Bei allgemeingültigen Behauptungen gebe ich als Land 'Welt' an
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;8;Gegenwart, Zukunft;Deutschland;-;einflussreich Staat, mächtig Gesellschaft, schwache Gewerkschaften, nötig steigender Spitzensteuersatz, nötiger Kombilohn;0;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;9;Gegenwart, Vergangenheit;Deutschland, Welt;-;dringlich Aufstiegschancen-Herstellung, anständig-bezahlt Industriearbeitsplatz, unsicherer Niedriglohnsektor, notwendig Staatseingriff-Bildungschancen, notwendig Staatseingriff-Aufstiegschancen;-1;ein Problem haben wir, wenn die thematischen Bewertungen teilweise in der Vergangenheit und der Zukunft stattfinden. Ihr könnt nicht wissen, welche in der Vergangenheit und welche in der Zukunft stattfindet, ist ja alles im selben Feld...
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;10;Gegenwart, Zukunft;Deutschland;-;vorrübergehende Stärke-einzelne-Gewerkschaften, schwindend Gewekschaften-Macht, nötig-Staatseingriff, gesellschaftliche Folgen;0;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;1;Gegenwart, Zukunft;Deutschland;-;schweigend Kommunikationschef-Altana, gute PR-Altana, öffentliche Unruhe, wichtige Verhandlungen, unsichere Altana-Zukunft;0;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;2;Gegenwart;Deutschland, Welt;-;endend Deutschland-Wurzeln-Altana, diktierender Markt, nicht allein behaupten Pharmakonzern-weltweit-Wettbewerb, nutzlos Eigentum-Klatten;-2;Vielleicht wäre es sinnvoll, statt dem Namen der Firma (Altana) einfach 'Konzern' o.ä. zu schreiben damit ihr nicht sammeln müsst?
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;3;Zukunft;Deutschland, Großbritannien, Welt;-;Rettungsaktion, verselbstständigen Tochter-Chemiesparte, verselbstständigen Tochter-Pharmasparte, vergrößern Börsenmasse, Kauf Produzent, wichtiges Pharmageschäft, strategischer Partner-Goldman-Sachs;0;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;4;Gegenwart, Vergangenheit, Zukunft;Deutschland, Welt;-;fallend Zuwachsraten, hoch Umsatz-Medikament-Pantoprazol, endend Forschungs-Pipeline, endend Patentschutz, absehbare Lücke, niedrig Ankäufe, heiße Verhandlungsphase;-2;mir fällt es immer noch schwierig, thematisch einzuordnen was mit Verben beschrieben wird eg verdankt Altana seinen Umsatz einem Medikament
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;5;Vergangenheit, Gegenwart, Zukunft;Deutschland;Singen, Konstanz;intensive Gespräche-Schweickard, wenig Verhandlungs-Zeit, Entscheidungsdruck-Stimmung, nervöse Arbeitnehmer, anhaltende Angst, gehemmter Forschungsgeist;-1;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;6;Vergangenheit, Zukunft;Deutschland;Oranienburg;möglicher Rückzug-Klatten, konstant Familienbesitz, vergangene Erfolge;-1;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;7;Vergangenheit, Zukunft;Deutschland;-;milliardenschwere Rückrufrisiken, stark steigende Forschungskosten, veränderte Rahmenbedingungen, möglicher Verkauf;0;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;8;Gegenwart, Zukunft;Deutschland, Europa, USA, Japan;-;unsicheres Verhandlungsergebnis, alternative Szenarien, belastend Verkauf-Novatis, belastend Verkauf-Boehringer-Ingelheim, stark Verkauf-Übersee, möglich Verkauf-Finanzinvestor;0;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;1;Vergangenheit, Gegenwart, Zukunft;Großbritannien;-;bewegtes Meer, erstes Wellenkraftwerk, steigend Umweltschutz;2;Bei diesem Artikel habe ich Probleme mit dem Land, es gibt klare Angaben im Artikel aber eigentlich betrifft Forschung ja die ganze Welt
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;2;Gegenwart;Großbritannien;-;komplexe High-Tech, schwimmende Energie-Erzeugung, futuristisches Äußeres;1;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;3;Gegenwart, Zukunft;Großbritannien;-;einfache Prinzipien, physikalische Prinzipien, dynamische Wellen, hydraulische Generatoren, aussichtsreiches Projekt;2;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;4;Gegenwart;Deutschland;Ostsee, Nordsee;sinvolle Idee-Uwe-Graw, deutsche Chancen-Standorte, kaum Platz, angekündigter Neubau;2;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;5;Gegenwart, Zukunft;Großbritannien;-;hochtourige Vorbereitungen, finanziertes Forschungszentrum-European-Maritime-Energy-Centre, potentielle Betreiber, rauhes Umfeld;2;Schottland ist bei mir GB, richtig?
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;6;Gegenwart, Zukunft;Nordsee, Portugal;-;rouste Schlange-Pelamis-Max-Carcas, größerer Auftrag, schwimmender Wellenenergie-Konverter-Investition, steigend Ausbau;2;Was machen wir mit Meeren?
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;7;Gegenwart, Zukunft;Großbritannien, USA, Spanien;-;kleinere Entwicklerbüros, frisches Wagniskapital-Bemühung, verschiedene Systeme, unterzeichnete Vereinbarung;2;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;8;Zukunft;Deutschland, Großbritannien;Leipzig;unausgereifte Meeresenergieparks, ausgereifte Zukunft-Meeresenergieparks, enorme Stromernte-Londoner-Weltenergierat, künftige Strombedarf-Deckung;2;Hier wieder das Zukunft und Gegenwart gleichzeitig Problem
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;9;Zukunft;Großbritannien;-;vergleichbare Kosten-Windenergie, baldiger Höhenflug-Hoffnung-Pelamis-Max-Carcas, wirtschaftliche Meer-Energiegewinnung;2;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;10;Gegenwart, Zukunft;Großbritannien, Saudi-Arabien;-;lukrative Standorte-Wettbewerb, hohes Potential-Schottland-Ian-Brydon, konkurrierende Europäer, konkurrierende Amerikaner;1;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;11;Vergangenheit, Gegenwart, Zukunft;USA;-;hohes Standortpotential-Electric-Power-Research-Institute, hohes Energiepotential, längerfristige Orientierung, unterschiedliche Wellen-Energieprojekte, unterschiedliche Gezeiten-Energieprojekte, geeignete Standorte, ;2;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;12;Gegenwart, Zukunft;Deutschland, Großbritannien;-;vorläufige Pläne, zunehmendes Wirtschaft-Gehör, ergänzende Unternehmen;2;Problem mit Verben: Das Unternehmen schmiedet pläne
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;1;Vergangenheit, Gegenwart;Deutschland;-;nette Kritiker, konzeptionelles Durcheinander-Große-Koalition, abhanden-kommendes Ziel-Lohnnebenkosten-Senkung, abhanden-kommendes Ziel-SPD, abhanden-kommendes Ziel-CDU;-1;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;2;Vergangenheit;Deutschland;-;Haushaltssanierung-Priorität, höhere Mehrwertsteuer, höhere Einnahmen, schwach-sinkende Lohnnebenkosten;-1;Es fällt mir schwer, zwei aufeinanderfolgende Adjektive zu vermeiden
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;3;Gegenwart, Zukunft;Deutschland;-;anhaltende Krankenkassenbeiträge, steigender Rentenbeitrag, zähe Gesundheitsreform-Verhandlungen, kaum Einsparungen, überraschend hohe Bundesagentur-für-Arbeit-Überschüsse, fallend Zielsetzung-Nebenkosten-Senkung;-2;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;4;Gegenwart, Zukunft;Deutschland;-;sträubende Union, fehlleitende Reden, fehlleitende Aufsätze, konstante Beiträge, steigende Steuern, steigende Sozialabgaben;-2;
15;http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true;2006;25;Zeit;Kampf an allen Fronten;Meyer-Timpe;1;Vergangenheit, Gegenwart;Deutschland;-;neuer Verdi-Tarifvertrag, unvertretene Ärzte, ungebunden an Abschluss-Ärzte, steigend Streiks-Klinikärzte, betroffene Unikliniken, betroffene Landeskrankenhäuser, möglich baldiger Abschluss;-2;
15;http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true;2006;25;Zeit;Kampf an allen Fronten;Meyer-Timpe;2;Gegenwart, Zukunft;Deutschland;-;abgebrochene Verhandlungen-Kommunen, möglich unbefristeter Streik-Marburger-Bund;-2;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;Steinbrück muss stur bleiben;Klaus-Peter Schmid;1;Gegenwart, Zukunft;Deutschland;-;steuerliche Entlastung-Unternehmen, niedriger Besteuerung-Zinsen, höher Besteuerung-Gehälter, geschontes Vermögen-Einkommen;-1;Gegenwart und Zukunft gehen sehr oft zusammen, gutes Beispiel hier
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;Steinbrück muss stur bleiben;Klaus-Peter Schmid;2;Gegenwart;Deutschland;-;sinvolle Unternehmenssteuer-Reform, korrigierte Wettbewerbsnachteile, sinkende Körperschaftssteuer, einheitliche Zinseinnahmen-Belastung, gestärkte Gewerbesteuer, ;2;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;Steinbrück muss stur bleiben;Klaus-Peter Schmid;3;Gegenwart, Zukunft;Deutschland;-;kleine Reform, unsolides Konzept, neue Einwände, neue Änderungswünsche, verunsicherte Wirtschaft, zu beweisende Handlungsfähigkeit;-1;wieder kann man zukunft und GW nicht trennen
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;1;Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Eggesin;neues Möbelgeschäft, neuer Rathausplatz, gutes Produkt-Agnieszka-Kropildo, ökologische Möbel, neugierige Kunden;2;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;2;Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Eggesin;verkauftes Haus, niedrige Deutschkentnisse, arme Gegend-Zuzug;1;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;3;Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Eggesin;anziehende Fernsehspots, werbender Bürgermeister, unbekannter Ort, helfender Bürgermeister-Dennis-Gutgesell, junger Bürgermeister, nötige Geschäftsidee, verlässliche Regeln, höheres Einkommen;2;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;4;Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Kreis-Ucker-Randow;armer Landkreis, niedrige Kaufkraft, geringster Kaufkraft-Wert, hoher Sozialhilfe-Anteil, hoher Arbeitslosengeld-II-Anteil, hoffnungsvoll Polen-Zuzug, große Stadt-Stettin;-2;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;5;Vergangenheit, Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Kreis-Ucker-Randow;zweiseitige Region, offene Grenzen-Ost-Erweiterung, willkommene Unternehmer-Polen, willkommene Mieter-Polen, anziehende Preise, knappe Wohnungen, teilweise-teure Wohnungen, annähernde Kaufkraft;2;mein Problem ist definiert: relativierende Adjektive vor anderen Adjektiven, da nehme ich im Moment immer zwei
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;6;Vergangenheit, Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Löcknitz;verkehrte Welt, entstehender Leistungsdruck, wagende Polen, abnehmende Mittelschicht, agilere Kleinunternehmen-Polen-Peter-Heise, sinkende Preise, sinkende Arbeitnehmerrechte;-1;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;7;Vergangenheit, Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Neubrandenburg;unterschiedliche Einkommens-Erwartungen-Torsten-Haasch, mobile Polen, qualifizierte Polen, gebildete Unternehmer-Polen, anpassungsfähigere Polen;1;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;8;Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern, Eggesin;anfangende Bewegung-Gutsell, alternativlose Werbung, Verhandlungen, eröffnende Zweigstelle-Universität-Stettin, beginnender Unterricht;2;"langsam wird es echt ein bisschen unheimlich mit den zu Adjektiven umgeschriebenen Verben... eröffnend... ;-)"
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;9;Vergangenheit, Gegenwart;Deutschland, Polen;Mecklenburg-Vorpommern;investierende Immobilienkäufer, leer stehende Plattenbauten, einziehende Polen, ankommende Gewerbetreibende;1;
