;Metadaten;;;;;;;Bewertungsteil;;;;;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;3;Gegenwart;Deutschland;;hoch GeschÑftsklimaindex-ifo, steigend Exporte, verbessert Binnennachfrage, steigend Konsum, stabil Verbraucherstimmung-GfK;3;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;4;Gegenwart;Deutschland;;sachlicher Politische-Debatte;1;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;5;Gegenwart;Deutschland;;steigend Rentenalter, anhaltend Stimmung, ;2;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;6;Gegenwart;Deutschland;;ungenÅgend Stimmung, ungenÅgend Merkel-Faktor;-1;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;7;Gegenwart;Deutschland, Welt;;Exportweltmeister, mittel ôlpreis, mittel Euro-Kurs, anhaltend Weltkonjunktur;2;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;8;Gegenwart, Zukunft;Deutschland;;steigend Binnennachfrage, steigend Industrieinvestitionen, steigend Bauwirtschaft, steigend Industrieproduktion, gut Auftragslage, konstant Auftragslage, hoch Unternehmensgewinne, IW, ReformplÑne, teure Gesundheitsreform, mîglich Politische-Konflikte;2;"IW=""Institut der Deutsche Wirtschaft""";;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;9;Gegenwart, Zukunft;Deutschland;;steigend Mehrwertsteuer, steigend Konsum-2006, fallend Konsum-2007, fallend Investitionsbedarf, endend Konjunktur;-1;;1;Nutzung von Jahreszahlen im Thema korrekt?
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;10;Gegenwart, Zukunft;Deutschland;;stagnierend Wirtschafsleistung-Viertes-Quartal, steigend Arbeitslosenzahlen, entlastet Arbeitsmarkt-Minijobs-Teilzeitjobs, bescheid Wachstum;-1;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;11;Gegenwart, Zukunft;Deutschland;;mittel Wirtschaftswachstum-Prognose-Bundesregierung, Merkel-Faktor, ungewiss Konjunktur;0;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;1;Vergangenheit, Gegenwart, Zukunft;Deutschland;;steigend Aktienindex-DAX;2;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;2;Gegenwart;Deutschland;;DAX, Altana-Dax, FMC-Dax, E.On-Dax, Siemens-Dax, schwach Deutsche-Telekom-Entwicklung-DAX;2;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;3;Gegenwart;Deutschland;;Blase;0;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;4;Gegenwart;Deutschland;;hoch Unternehmensgewinne-DAX, hoch Unternehmensgewinne-Deutsche-Banksteigend Unternehmensgewinne-DAX, niedrig Kurs-Gewinn-VerhÑltnis-Sal.-Oppenheimer;2;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;5;Gegenwart;Deutschland;;gÅnstig Aktien-DAX;2;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;6;Gegenwart;Deutschland;;abnormale Gewinne, hoch Eigenkapitalrendite, gut Zukunftsaussicht;3;;1;Letzter Satz Unklar Einzubauen
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;7;Vergangenheit, Zukunft;Deutschland, Welt;;steigend Unternehmensinvestitionen, endend Niedrigzinsen, endend LohnzurÅckhaltung, steigend Rohstoffpreise-Trend, fallend Dollar-Kurs-Euro;-1;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;8;Gegenwart;Europa, Welt;;Optimismus-Analysten-Bîrse, Margenausweitung-Unternehmen-Rekord-Europa-Morgan-Stanley;1;;1;Tonfall des Redakteurs eher kritisch, schwer einzubauen
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;9;Gegenwart, Zukunft;USA, Europa, Japan;;endend Expansive-Geldpolitik, Realwirtschaft-Risiken-FED-Bernanke, steigend Notenbankzinsen-FED, Inflationsrisiko-Europa-EZB-Trichet, steigend Leitzins-Prognosen-Europa, steigend Inflation-Japan, steigend Leitzins-Prognose-Japan;-1;;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;10;Gegenwart;Welt;;erhîhte Risikofreude-Investoren, hoch Risikoindikatoren;-1;"Risikoindikatoren=""Indikatoren, die den globalen Risikoappetit messen""";;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine SchnÑppchen mehr;Robert von Heusinger;11;Gegenwart;Welt;;fehlend Blasenbildung-Echte, Chancen-Grî·er-Risiken;2;;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;1;Vergangenheit, Gegenwart;Deutschland;;KarstadtQuelle, Thomas-Middelhoff, Immobilienverkauf-KarstadtQuelle, hoch Entlassungen-KarstadtQuelle, grî·ter Immobiliendeal;0;;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;2;Gegenwart;Deutschland;;KarstadtQuelle-Immobilienverkauf-Whilehall-Fonds-Goldman-Sachs, Schulden-KarstadtQuelle, aufbessern Bilanz-KarstadtQuelle;1;;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;3;Gegenwart;Deutschland;;Immobilienverkauf-KarstadtQuelle, mîglich Weiterverkauf-Probleme, ungewiss Rendite-Weiterverkauf-Immobilien-KarstadtQuelle;0;;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;4;Vergangenheit, Gegenwart;Deutschland;;Interne-Konflikte-KarstadtQuelle, Lonsdale-Quelle-KarstadtQuelle, ungewisse Zukunft;0;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;1;Vergangenheit, Zukunft;Deutschland;;Gewerkschaften, ArbeitskÑmpfe, steigend Streiks-Anzahl, gleichbleibend Gewerkschaft-Kampfkraft, fallend Verhandlungskraft-Gewerkschaften-Lohnentwicklung;0;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;2;Vergangenheit;Deutschland;;fallend Gewerkschaftsmitglieder-IG-Metall-IGMetall, Tarifrunden, Lohnerhîhungen;0;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;3;Gegenwart;Deutschland;;Warnstreiks-Gewerkschaft-Metaller-Lohnerhîhung, Niederlage-Ver.di-Gewerkschaft, Streiks-Kommunen-Ver.di, Streiks-érzte-Lohnerhîhung, Streiks-GebÑudereiniger;0;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;4;Vergangenheit, Gegenwart;Deutschland;;ungleiche Tarife-ôffentlicher-Dienst, Bundesangestelltentarifvertrag, TVîD-Tarifvertrag-ôffentlichen-Dienst, Sondervereinbarungen, Niedrigstlohngruppen, Einzelvereinbarungen, ôffnungsklauseln-Arbeitnehmer-Industrie;-1;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;5;Vergangenheit, Gegenwart;Deutschland;;Gewerkschaften-ParadigmenverÑnderung-Einheitslohn;-1;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;6;Gegenwart;Deutschland;;steigend TarifkÑmpfe-Individuell-Piloten-Fluglotsen-KlinikÑrzte, steigend WirtschaftsausfÑlle-Gefahr;-1;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;7;Gegenwart, Zukunft;Deutschland;;Lohnentwicklung-Einkommensschere, ôkonomen-BefÅrworten-Lohnschere-Effizienz;1;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;8;Gegenwart;Deutschland;;kÅhl Marktlogik-ôkonomen-Lohnentwicklung, Einkommensverteilung-Gesellschaft-Kritisch, Staat-Intervention-Steuern-Sozialsystem-Optionen, Staat-Gewerkschaften-Balance;0;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;9;Vergangenheit, Gegenwart, Zukunft;Deutschland;;endend Unbefristete-VertrÑge-Vergabe, Outsourcing-Osteuropa, Niedriglohnsektor-Private-Postdienste, Staat-Bildungschancen-Aufstiegschancen ;0;;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr KÑmpfe, weniger Kampfkraft;Kolja Rudzio;10;Gegenwart, Zukunft;Deutschland;;steigend Gewerkschaftsgruppen-Einzeln-Einfluss, fallend Gewerkschaft-Einfluss-Gesamt;0;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;1;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Altana-Chemiekonzern-Pharmakonzern-Verhandlungen-Konzernzukunft-Nikolaus Schweickardt, PR-Team-Auszeichnung-Thomas-Gauly-Altana, Quandt-Altana-Konzernzukunft, ArbeitsplÑtze-Konzernzukunft, ;-1;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;2;Gegenwart, Zukunft;Deutschland, Welt;Bad Homburg, Hessen;Konzernholding-Altana-Konzernzukunft-Nokolaus-Schweickardt, hoch Wettbewerb-Pharmaindustrie-Altana, Altana-Susanne-Klatten-Quandt-BMW;-1;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;3;Gegenwart, Zukunft;Deutschland;Bad Homburg, Hessen;Altana-Rettungsaktion-Schweickardt, Atlanta-Pharmasparte-Abspaltung-Goldman-Sachs;1;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;4;Gegenwart, Zukunft;Deutschland, Welt;Bad Homburg, Hessen;Altana-Pantoprazol-Panto-Patentablauf-Umsatz, Altana-Akquirierungen-Investitionen;0;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;5;Gegenwart, Zukunft;Deutschland, Welt;Bad Homburg, Hessen, Singen, Baden-WÅrttemberg, Konstanz, Baden-WÅrttemberg;Altana-Bîrsengang, Arbeitnehmer-Verunsicherung, gro· Arbeitgeber-Altana-Forschung-Bodenseeregion, Zukunftsangst-Arbeitnehmer-Altana;-2;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;6;Vergangenheit, Gegenwart;Deutschland;Oranienburg, Brandenburg;Altana-Firmengeschichte, GÅnther-Quandt, By-Gulden-Werke, Altana-Gruppe-Chemie-Pharma, Schweickardt-Altana;0;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;7;Gegenwart, Zukunft;Deutschland, Welt;;steigend Forschungskosten-Altana-Pharmaindustrie, kÅrzere Vermarktungszeiten-Patentrecht-Altana-Pharmaindustrie, milliardenschwere RÅckruflisten-Altana, verÑnderte Rahmenbedingungen-Altana-Pharmaindustrie, ethisches PharmageschÑft-Altana;-1;;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;8;Gegenwart, Zukunft;Deutschland, USA, Japan, Europa,;;Altana-Verkauf, gro· Vertriebsnetz-Altana-Europa, Novartis-Altana-Interessent, Boehringer-Ingelheim-Altana-Interessent;0;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;1;Vergangenheit, Gegenwart;UK;;Strom-Wellenkraftwerk-Stromness-Schottland;0;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;2;Gegenwart;UK;;Pelamis-Wellenkraftwerkprojekt-Stomness-Schottland;0;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;3;Gegenwart;UK;;Pelamis-Wellenkraftwerkprojekt-Stomness-Schottland;0;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;4;Gegenwart, Zukunft;Deutschland;;Wellenkraftwerke-Planung-Nordsee-Ostsee, Wellenkraftwerke-Meeresenergiekraftwerk-EnBW;0;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;5;Gegenwart, Zukunft;UK, Europa;;Alternative-Energie, Pelamis-Wellenkraftwerk-EuropÑische-Union-Britische-Regierung, European-Marine-Energy-Center;2;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;6;Gegenwart, Zukunft;UK, Portugal;;Pelamis-Wellenkraftwerkprojekt-Stomness-Schottland, Ocean-Power-Delivery-Konstruktionsfirma-Max-Carcas, Enersis-Energieunternehmen-Wellenkraftwerke, Alternative-Energien;2;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;7;Gegenwart, Zukunft;UK, Welt, Spanien, Frankreich;;Wagniskapital-Wellenkraftwerke-Alternative-Energien-SMD-Hydrovision-Marine-Current-Turbines, Ocean-Power-Technologies-Unternehmen-Iberdrola-Wellenergieanlagen-PowerBuoy;2;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;8;Zukunft;Deutschland, UK, Welt;Leipzig, Sachsen;steigend Meeresenergie-Graw-Langfrist, steigend Wellenkraftwerke-Gezeitenkraftwerke-Weltenergierat;2;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;9;Zukunft;Welt;;steigend Energieeffizienz-Wellenkraftwerke-Max-Carcas;2;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;10;Zukunft;UK, USA, Europa;;Wellenenergie-Potential, Konkurrenz-USA;1;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;11;Vergangenheit, Gegenwart, Zukunft;USA;;hoch Energiepotential-Wellenkraft-Electric-Power-Research-Institute-EPRI;3;;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;12;Gegenwart, Zukunft;Deutschland, UK;;steigend Finanzierungspotential-Wellenkraftwerke, Voith-Siemens-Hydro-öbernahme-Wavegen, steigend Investitionen-Energiekraftwerke;3;;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die BÅrger;Elisabeth Niejahr;1;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Regierung-Gro·e-Koalition, konzeptionelles Durcheinander-Gro·e-Koalition, senken Lohnnebenkosten-Ziel-Gro·e-Koalition, fehlend ôkonomisches-Konzept-Gro·e-Koalition;-1;;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die BÅrger;Elisabeth Niejahr;2;Vergangenheit;Deutschland;;Haushaltssanierung-Koalitionsverhandlungen-PrioritÑt-Gro·e-Koalition, steigend Mehrwertsteuer-Koalitionsverhandlungen-Gro·e-Koalition, senken Lohnnebenkosten-Koalitionsverhandlungen-Gro·e-Koalition-Mehrwertsteuererhîhung;0;;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die BÅrger;Elisabeth Niejahr;3;Vergangenheit, Zukunft;Deutschland;;Tabaksteuer-KrankenkassenbeitrÑge-Merkel, steigend Rentenbeitrag-Merkel-Gro·e-Koalition, zÑh Verhandlungen-Gesundheitsreform-Gro·e-Koalition, hoch öberschÅsse-Bundesagentur-FÅr-Arbeit-Haushalt-MÅntefering-SteinbrÅck;-2;;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die BÅrger;Elisabeth Niejahr;4;Gegenwart, Zukunft;Deutschland;;Miskommunikation-Merkel-SteinbrÅck-MÅntefering, steigend Steuern-Gro·e-Koalition-Hypothese, steigend Sozialabgaben-Gro·e-Koalition-Hypothese;-2;;;
15;http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true;2006;25;Zeit;Kampf an allen Fronten;Meyer-Timpe;1;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Tarifverhandlungen-Ver.di-Marburger-Bund-Streitigkeiten, Streiks-Marburger-Bund-Unikliniken-LangeskrankenhÑuser-BundeslÑnder;-1;;;
15;http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true;2006;25;Zeit;Kampf an allen Fronten;Meyer-Timpe;2;Vergangenheit, Zukunft;Deutschland;;abgebrochen Verhandlungen-Kommunale-Arbeitgeber-Marburger-Bund-Streiks;-2;;;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;SteinbrÅck muss stur bleiben;Klaus-Peter Schmid;1;Vergangenheit, Zukunft;Deutschland;;fallend Steuern-Zinseinkommen-SteinbrÅck, fallend Steuern-Unternehmen-SteinbrÅck, hoch Entlassungen-Unternehmen;-2;;;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;SteinbrÅck muss stur bleiben;Klaus-Peter Schmid;2;Gegenwart, Zukunft;Deutschland;;fallend Wettbewerbsnachteile-Auslandsstandorte-Reform-SteinbrÅck, senken Kîrperschaftssteuersatz-SteinbrÅck, einheitlich Zinseinnahmen-Belastung-SteinbrÅck, gestÑrkt Gewerbesteuer-Kommunen-SteinbrÅck;3;;;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;SteinbrÅck muss stur bleiben;Klaus-Peter Schmid;3;Gegenwart, Zukunft;Deutschland;;hoch énderungswÅnsche-Schwarz-Rot-Gro·e-Koalition-Steuerreform, uneinig Gro·e-Koalition-Steuerreform;0;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;1;Vergangenheit, Gegenwart;Deutschland;Eggesin, Mecklenburg-Vorpommern;Mîbel-ôkologisch;1;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;2;Vergangenheit, Gegenwart;Deutschland, Polen;Eggesin, Mecklenburg-Vorpommern;Immigration;0;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;3;Vergangenheit, Gegenwart;Deutschland, Polen;Eggesin, Mecklenburg-Vorpommern;Immigration-Beruflich, mehr Einkommen-Deutschland-Immigration;2;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;4;Gegenwart;Deutschland, Polen;Eggesin, Mecklenburg-Vorpommern;niedrig Kaufkraft-Uecker-Randow-Deutschlandweit, hoch Sozialhilfre-Arbeitslosengeld2-Deutschlandweit, hoch Hoffnung-Immigration-Polen-Stettin;-1;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;5;Vergangenheit, Gegenwart;Deutschland, Polen;;Grenzziehung-Deutschland-Polen, steigend Kaufkraft-Stettin, steigend Preise-Stettin, knapp Wohnungen-Stettin, teuer Wohnungen-Stettin;1;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;6;Gegenwart;Deutschland, Polen;;steigend Wettbewerb-Unternehmer-Polen, steigend Leistungsdruck-Unternehmer-Polen, fallend Preise-Unternehmer-Polen, fallend Mittelschicht;-1;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;7;Gegenwart;Deutschland, Polen;;Polen-Unternehmer-Mobil-Qualifiziert, steigend Immigration-JÅngere-Unternehmer-Polen;1;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;8;Gegenwart, Zukunft;Deutschland, Polen;Eggesin, Mecklenburg-Vorpommern;Entwicklungsprogramm-Immigration, Uni-Stetting-Zweigstelle-Eggesin, Metallbetrieb-Projektentwicklungsfirma;2;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;9;Vergangenheit, Gegenwart;Deutschland, Polen;Vorpommern, Mecklenburg-Vorpommern;steigend Immigration-Vorpommern-Polen-Agrarwirtschaft-Mietswohnungen;2;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;10;Vergangenheit, Gegenwart;Deutschland, Polen;Lîcknitz, Mecklenburg-Vorpommern;steigend Immigration-Polen, steigend Wohnraumbedarf, steigend Unternehmertun;2;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;11;Vergangenheit, Gegenwart;Deutschland;Lîcknitz, Mecklenburg-Vorpommern;steigend Unternehmertum-Immigranten-Polen, steigend Gewerbeanmeldung-Immigranten-Polen, hoch Arbeitsraumnachfrage, hoch Nachfrage-Kindergarten, hoch Nachfrage Lebensmittel;3;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;12;Gegenwart;Deutschland;Lîcknitz, Mecklenburg-Vorpommern;hoch Wohnraumnachfrage-Immigranten-Polen-Wohnungsverwaltungsgesellschaft;1;;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;13;Vergangenheit, Gegenwart;Deutschland, Polen, Niederlande;Lîcknitz, Mecklenburg-Vorpommern;niedrig Miete-Wohnraum, mîglich Wohngeld-Kindergeld-Immigranten;1;;;
