,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
30,-1,-3,0,3,17,Vergangenheit,"Home-Oeconomicus, Parteiaustritt-Oscar-Lafontaine, Lohnverzicht-Arbeitnehmer",Vergangenheit,"Apell and alte Werte, Fleiõ, Disziplin etc, Sekund?rtugenden, prim?r Lohnverzicht",Gegenwart,"Adam Smith, Homo oeconomicus, Sekund„rtugenden, Oskar Lafontaine, Marktkonditionen",Arbeitsmarkt: Immer mehr ist immer weniger ,"Auf diese verhängnisvolle Aporie reagiert die Gesellschaft mit dem Appell an alte Werte. Zurück zu Adam Smith, zur Erneuerung von unternehmerischem Risiko, persönlichem Einsatz und persönlicher Charakterbildung. Zurück zum Ausgangspunkt, zum kulturell geläuterten Interesse des Homo oeconomicus. Und für alle gilt: Zurück zu den vermeintlich verloren gegangenen Tugenden Disziplin, Fleiß, Selbstverantwortung. Sekundärtugenden, hatte Oskar Lafontaine einst gespottet und damit nicht nur seinen Parteiaustritt gleichsam historisch vorbereitet, sondern auch den Finger in die Wunde gelegt: Die Primärtugend des Arbeitnehmers ist der Lohnverzicht. Seine Selbstverantwortung gipfelt in der Übernahme der Sozialkosten. Dann gibt es auch Arbeit. Denn dass Wachstum nicht nur Arbeit vernichtet, sondern auch Arbeit schafft, steht ja außer Zweifel.",http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true
31,-2,-2,-2,3,18,Vergangenheit,Schwarzarbeit,Gegenwart,"hochspezialisierte Bereiche wachsen, Vorbild USA",Gegenwart,"Wachstumsfaktoren, Arbeitsangebot, Schattenarbeit, Kapitalisten",Arbeitsmarkt: Immer mehr ist immer weniger ,"Nur – welche Art von Arbeit? Die zentralen Wachstumsfaktoren – Wissenschaft und Organisation – splitten nämlich das Arbeitsangebot: Es wachsen sowohl hoch qualifizierte wie hoch spezialisierte Bereiche, es wächst aber auch der informelle Sektor – Schwarzarbeit und Reproduktion. Und dies geschieht keineswegs allein deswegen, weil diese Arbeiten vermeintlich zu teuer sind, also sich der globalen Billigkonkurrenz erwehren müssen, sondern auch weil eine ganze Reihe von Tätigkeiten nur noch als Schattenarbeiten ausgeführt werden können. Warum? Da sie zu den bestehenden formalisierten Konditionen keinen Markt finden. Dann hilft auch kein Appell an den Kapitalisten, er möge seiner sozialen Pflicht genügen und Arbeit schaffen. So möchte man uns nun auf das Vorbild USA einschwören, das Wachstum und sichtbare, besteuerte und sozialversicherte, Arbeit vermeintlich am gelungensten verbindet.",http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true
32,-3,-3,-3,3,19,Gegenwart,"hoch Defizit-Sozialinfrastruktur, unzureichende Krankenversicherung, hohe Kindersterblichkeit, hohe Analphabetenrate, hohe Schulabbrecherquote, hohe Obdachlosenquote-Urban, hohe Staatsverschuldung",Gegenwart,Defizite sozialer Infrastruktur nehmen zu,Gegenwart,"Defizite, Infrastruktur, Kindersterblichkeit, Krankenversicherungen, Obdachlosenquote, hohe Staatsverschuldung, Vorbild",Arbeitsmarkt: Immer mehr ist immer weniger ,"Was sind die Kosten dieses Modells? Keine Frage – hohe Defizite der sozialen Infrastruktur: unzureichende Krankenversicherung für ein Viertel der Bevölkerung, die höchste Kindersterblichkeit der Industrieländer, die höchste Analphabetenrate der Industrieländer, die höchste Schulabbrecherquote der Industrieländer, die höchste Obdachlosenquote in städtischen Ballungsgebieten der Industrieländer. Dies alles vor dem Hintergrund einer gigantischen Staatsverschuldung, die Sozialinterventionen – auch wenn man sie wollte – faktisch verhindert. Ist das ein taugliches Vorbild?",http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true
33,1,0,-1,3,20,Gegenwart,"hohe Staatsverschuldung, parasit?re Arbeit","Gegenwart, Zukunft","Zu hohe Staatsverschuldung, Reichtum f?r R?ckf?hurung parasit?rer Arbeit nutzen",Zukunft,"hohe Staatverschuldung, parasit„re Arbeit, Wachstum",Arbeitsmarkt: Immer mehr ist immer weniger ,"Doch auch die deutsche Staatsverschuldung ist zu hoch. Richtig, doch der deutsche Staat ist im Gegensatz zu den USA bei den eigenen Bürgern verschuldet: die Privatisierung hat gleichsam bereits stattgefunden. Hauptaufgabe müsste es also sein, die parasitäre Arbeit, die vom Wachstum geschaffen wurde, in die Gesellschaft zurückzuführen und den bestehenden gesellschaftlichen – nicht staatlichen – Reichtum dafür zu nutzen.",http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true
34,1,1,1,3,21,Zukunft,"Steuerentlastung-Arbeit-Forderung, Investition-Arbeit-Forderung, Steuerausweitung, Systemkritik","Gegenwart, Zukunft","Sozialwissenschaften haben vorgedacht, Konditionen m?ssen ge?ndert werden, Handlungsanweisungen",Zukunft,"Kooperation, Gesellschaft, Staat, Steuerentlastungen, Arbeit, Konsum, vagierendes Kapital",Arbeitsmarkt: Immer mehr ist immer weniger ,"Dieser Weg ist längst von den Sozialwissenschaften vorgedacht. Es bedarf allerdings großen politischen Mutes, ihn zu verwirklichen. Der Umbau der Kooperation zwischen Wirtschaft, Gesellschaft und Staat zugunsten eines gesellschaftlichen Entscheides, dass Wachstum auch Arbeit schaffe, kann sich nicht mit Appellen an die Wirtschaft begnügen. Er muss die Konditionen ändern. Die Ecksteine eines solchen Umbaus lauten daher: Steuerentlastung von Arbeit und Investitionen in Arbeit, substanzielle Besteuerung aller wertschöpfenden Prozesse – sowohl des Konsums bei Wahrung sozialstaatlicher Grundsätze wie des vagierenden Kapitals –, Öffnung der Grenzen für Waren und Arbeit erst im Gleichschritt steuerlicher Globalerfassung des flüchtigen Kapitals, Stärkung der Staatsinterventionen zugunsten Arbeit schaffender Maßnahmen.",http://www.zeit.de/2006/03/Wachstum/komplettansicht?print=true
35,1,1,1,3,22,Gegenwart,"Merkel-Kritik, Regulierung-Forderung, ","Gegenwart, Zukunft","es braucht Regulierung, Freiheit der Schwachen sichern",Zukunft,"Bundeskanzlerin, Freiheit, Wachstum",Arbeitsmarkt: Immer mehr ist immer weniger ,"So hat die Bundeskanzlerin durchaus Recht, wenn sie fordert: Freiheit für Wachstum. Doch um Wachstum auf Arbeit und Staatseinnahmen zu lenken, braucht es Regulierung. Diese Balance ist die Kunst der Politik; sie hat vor allem die Freiheit der Schwachen zu sichern. Entgrenzte Wirtschaft als Surrogat von Politik überließe dieser allenfalls noch die Aufgabe, der Gesellschaft statt Arbeit mit dem Schlachtruf Du bist Deutschland das Nationaltrikot überzustreifen und die Nationalmannschaft imaginär zu vergrößern. Wie raunte die Kanzlerin? Überraschen wir uns damit, was möglich ist.",
36,1,2,0,4,1,Gegenwart,neue Bundesregierung,"Gegenwart, Vergangenheit","neue Regierungen kriegen Startbonus, starke Regierung, schwache Opposition",Gegenwart,"neue Regierungen, Amtsantritt, Opposition",Arbeitsmarkt: Ende der Flitterwochen ,"Es gibt Dinge im Leben, die genießt man, gerade weil sie nicht ewig dauern. Flitterwochen zum Beispiel sind auch deswegen so schön, weil sie endlich sind. Und frisch ernannte Regierungen und ihre Wähler erleben oft so etwas wie einen Honeymoon : Man blinzelt sich freundlich an und sieht über Schwächen hinweg. Selten ist ein Regierungschef so stark wie in den Wochen, in denen der Souverän ihm gerade erst die Macht verliehen hat, nie ist eine Opposition so schwach – und nie ist die Bereitschaft der Öffentlichkeit so groß, den Neuen eine Chance zu geben. Rot-Grün war da nur die Ausnahme zur Regel, weil die Regierung Schröder besonders chaotisch agierte.",http://www.zeit.de/2006/06/Kolumne_06_neu/komplettansicht?print=true
37,-1,0,1,4,2,Gegenwart,"neue Bunderegierung-Merkel, steigend Arbeitslosigkeit, Frhverrentungen, harter Winter, Besch?ftigungskrise, Wachstumsprogramm, ","Gegenwart, Vergangenheit, Zukunft","steigende Arbeitslosenzahlen, viele Fr?hverrentungen, kluge Regierung, Reformen wirken",Gegenwart,"Angels Merkel, gestiegene Arbeitslosenzahl, Wachstumsprogramm",Arbeitsmarkt: Ende der Flitterwochen ,"Die Regierung von Angela Merkel hat am Dienstag dieser Woche etwas von der Unschuld des Anfängers verloren. Die Zahl der Arbeitslosen klettert wegen des besonders harten Winters und einer hohen Zahl von Frühverrentungen wieder über fünf Millionen. Das sind erstmals Merkels Arbeitslose: Von ihr werden jetzt mehr Antworten zur Beschäftigungskrise verlangt als bisher. Zwar hat die neue Regierung zunächst einiges richtig gemacht. Das Wachstumsprogramm wird helfen. Die Entscheidung, vor neuen Arbeitsmarktreformen die Hartz-Gesetze wirken zu lassen, ist klug. Viel mehr könnte die reformgebeutelte Arbeitsverwaltung momentan nicht umsetzen.",http://www.zeit.de/2006/06/Kolumne_06_neu/komplettansicht?print=true
38,-1,-1,-2,4,3,Vergangenheit,"neue Bundesregierung, fehlend Signal, Staatsausgaben, Wohlfhl-Politik, Konjunktur-Probleml?sung","Gegenwart, Vergangenheit","fehlendes Durchsetzungssignal, Wohlf?hl-Politik, Gefahr der Inaktivit?t",Vergangenheit,"Regierung, Mehrheit, Wohlfuehl-Politik, Reformen, Gerhard Schr”der",Arbeitsmarkt: Ende der Flitterwochen ,"Was fehlt, ist aber ein Signal, dass die neue Regierung ihre Mehrheiten in Bundestag und Bundesrat wirklich für Veränderungen nutzen will. Die Zustimmung der ersten Wochen ist verführerisch: Bisher hat die Regierung vor allem Geld ausgegeben und wenig Unbequemes angekündigt. Wenn solche Wohlfühl-Politik vom Wähler begeistert aufgenommen wird, ist die Versuchung groß, dabei zu bleiben. Es wäre nicht das erste Mal, dass eine Regierung hofft, die Konjunktur werde die Probleme schon für sie richten. Gerhard Schröder nannte das »Regieren mit ruhiger Hand«.",http://www.zeit.de/2006/06/Kolumne_06_neu/komplettansicht?print=true
39,-1,-1,-2,4,4,Gegenwart,"CDU-CSU, Mindestl?hne-Merkel, Gesundheitsreform-Volker-Kauder, Mehrwertsteuererh?hung-Ablehnung-Wolfgang-B?hmer, Gesundheitspr?mie-Pl?ne-Einfhrung, Kndigungsschutz-Lockern-Michael-Glos-Wirtschaftsministerium",Gegenwart,"sinkender Reformwille, entfernung von Wahlkampfzielen, unklare Zielsetzung der Regierung",Gegenwart,"CDU, CSU, Angela Merkel,Mindesl”hne, Volker Kauder, Gesundheitsreform, Wolfgang B”hmer, Mehrwertsteuer",Arbeitsmarkt: Ende der Flitterwochen ,"Besonders unklar ist die Haltung von CDU und CSU. Angela Merkel redet von Mindestlöhnen, ihr Fraktionschef Volker Kauder will eine Gesundheitsreform ohne Belastungen für die Versicherten, und Sachsen-Anhalts Ministerpräsident Wolfgang Böhmer rückt von der geplanten Erhöhung der Mehrwertsteuer ab. Gibt es die Reformpartei aus dem vergangenen Wahlkampf noch? Ein Großteil von CDU und CSU hat Konzepte wie die Einführung einer Gesundheitsprämie ohnehin nicht gewollt. Zu Merkels Ministerriege gehört kein einziger Wirtschaftsliberaler vom Schlage eines Friedrich Merz. Das Wirtschaftsministerium führt der CSU-Minister Michael Glos, der unter anderem gegen die Lockerung des Kündigungsschutzes ist.",http://www.zeit.de/2006/06/Kolumne_06_neu/komplettansicht?print=true
40,0,0,1,4,5,Zukunft,"Arbeitslosigkeit, neu Bundesregierung",Gegenwart,"hohe Arbeitslosenzahlen,  Handlungsbedarf-Regierung",Zukunft,Regierungsauftrag ,Arbeitsmarkt: Ende der Flitterwochen ,"Eigentlich sollte man sich über fünf Millionen Arbeitslose nicht freuen. Diesmal aber könnten die schlechten Nachrichten Gutes bewirken, wenn sie die Regierung an ihren Auftrag erinnern. Elisabeth Niejahr",http://www.zeit.de/2006/06/Kolumne_06_neu/komplettansicht?print=true
41,1,2,1,5,1,Gegenwart,"Deutsche-Bank, hoch Jahresabschluss-Deutsche-Bank, hoch Gewinn-Deutsche-Bank, Joseph-Ackermann-Vorstandschef, Kritik","Gegenwart, Vergangenheit","Deutsche Bank verdient klotzig, h?lt Versprechen, zerrissen",Gegenwart,"Deutsche Bank, Gewinn, Eigenkapitalrendite, Ackermann, Riss",Banken: Das Geldhaus mit den zwei Gesichtern ,"Die Deutsche Bank hat im vergangenen Jahr klotzig verdient und doch keinen Grund zu feiern. Wohl mehr als sechs Milliarden Euro Gewinn präsentiert Vorstandschef Josef Ackermann an diesem Donnerstag. Damit hat er geschafft, was noch vor wenigen Jahren unvorstellbar schien – eine Eigenkapitalrendite vor Steuern von 25 Prozent. Deshalb zuerst ein Lob: Seit Ackermann im Jahr 2002 die Position des Vorstandssprechers übernommen hat, hielt er alle Versprechen, die er seinen Aktionären gab. Und doch gibt es Grund zur Kritik. Denn die Bank ist stärker zerrissen als je zuvor.",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
42,1,2,2,5,2,Gegenwart,"Deutsche-Bank-Zerrissenheit, Investmentbanking-Privatkundengesch?ft-Deutsche-Bank, stark Investmentbanking-Deutsche-Bank","Gegenwart, Vergangenheit","Aufstieg, wurde f?hrend in Europa, Riss",Gegenwart,erfolgreiches Investmenbanking,Banken: Das Geldhaus mit den zwei Gesichtern ,"Der Riss verläuft zwischen Investmentbanking und Privatkundengeschäft. Ihre Investmentbanker haben die Deutsche Bank zum führenden Haus in Europa im Geschäft mit Aktien, Anleihen und Übernahmen gemacht. Selbst weltweit zählt das Institut heute zu den Top fünf.",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
43,-1,1,-1,5,3,Gegenwart,"stark Privatkundengesch?ft-Deutsche-Bank, Imageproblem-Deutsche-Bank, ",Gegenwart,"steigendes Imageproblem, starke MKU Gesch?fte",Gegenwart,"Privatkunden, Imageproblem, Deutschen Bank",Banken: Das Geldhaus mit den zwei Gesichtern ,"Und in Deutschland? Hier ist die Bank noch immer im Geschäft mit mittleren Unternehmen und Privatkunden stark – und hier trauen sich viele Mitarbeiter in der Öffentlichkeit kaum mehr zu erwähnen, für wen sie arbeiten. Die Deutsche Bank hat ein Imageproblem.",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
44,-1,0,-2,5,4,Gegenwart,"Imageproblem-Deutsche-Bank, Rechtsprobleme-Ackermann-Rolf-Breuer, Grundbesitz-Invest-Schlie ung-Deutsche-Bank",Gegenwart,"Justizprobleme, emp?rte Kunden",Gegenwart,"Ackermann, Rolf Breuer, Schlieáung, Investmentbanker, Immobilienfond, Grundbesitz Invest",Banken: Das Geldhaus mit den zwei Gesichtern ,"Vorstandschef Ackermann und sein Aufsichtsratschef Rolf Breuer haben Ärger mit der Justiz. Gleichzeitig spüren viele Mitarbeiter in Deutschland, dass sie ihre Interessen kaum gegen die im Konzern tonangebenden angelsächsischen Investmentbanker durchsetzen können. Jüngstes Beispiel: die Schließung des offenen Immobilienfonds Grundbesitz Invest. In den Filialen der Bank müssen die Mitarbeiter noch immer alles daran setzen, die zu Recht empörten Kunden zu besänftigen.",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
45,1,1,-1,5,5,Vergangenheit,"Deutsche-Bank-Ackermann-Erfolg-Fhrung, fehlend Deutsche-Bank-Strategie-Langfristig, gut Deutsche-Bank-Kurzfristig","Gegenwart, Vergangenheit","kurzfristige Erfolge, langfristige Ziellosigkeit, Umstrukturierung",Gegenwart,"Deutschen Bank, verschiedene Gesichter, Josef Ackermann, verflochtene Bank",Banken: Das Geldhaus mit den zwei Gesichtern ,"Die zwei Gesichter der Deutschen Bank, das strahlende internationale und das hässliche deutsche, sind die Kehrseite des betriebswirtschaftlichen Erfolges von Josef Ackermann. Als er die Führung der Bank von Rolf Breuer übernahm, wusste er zwar, was kurzfristig zu tun war, nicht aber, wohin er die Bank langfristig führen wollte. Kurzfristig musste Ackermann die verflochtene Bank neu aufstellen; dann ging es darum, endlich echte Gewinne zu schreiben und nicht nur Reserven aufzulösen und die alten Industriebeteiligungen zu verkaufen. All das gelang. Und heute, fast vier Jahre später?",
46,-1,-1,-2,5,6,Zukunft,fehlend Deutsche-Bank-Zukunftsstrategie,Gegenwart,"lange Frist nicht formuliert, Deutsche Bank mutiert ungesteuert",Vergangenheit,"Ackermann, Strategie, Privatkundegesch„ft, Investmentbank, Immobilienfond",Banken: Das Geldhaus mit den zwei Gesichtern ,"Was die Deutsche Bank langfristig sein soll, hat Ackermann noch immer nicht formuliert. Eine europäische Universalbank? Eine global tätige europäische Investmentbank? Der Vorstandschef hat sich ganz passiv verhalten, er hat die Dinge sich entwickeln lassen, keine Strategie entworfen, keine Zukäufe getätigt. Deshalb ist die Deutsche Bank zu einer reinen Investmentbank mit angehängtem deutschen Privatkundengeschäft mutiert. Und deshalb haben die Vertreter der alten Deutschen Bank in der real existierenden Investmentbank nichts mehr zu melden. Der ungeheure Vorgang um Schließung des offenen Immobilienfonds hat das nur brüsk vor Augen geführt.",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
47,-2,-2,-3,5,7,Vergangenheit,"Deutsche-Bank-Machtkonflikt, Grundbesitz-Invest-Schlie ung-Deutsche-Bank",Gegenwart,"missachtung deutscher Privatkunden, Riskierung Reputation, offene Fragen",Vergangenheit,"fallende Reputation, Immobilienfonds, Vertrauensschutz, Krise, Rekordergebnis, Rettungsaktion, lukrativer Plan",Banken: Das Geldhaus mit den zwei Gesichtern ,"Mehr noch als Verluste fürchtet jede Bank um ihre Reputation, um ihr Vertrauen bei den Kunden. Das ist ihr eigentliches Kapital. Die Deutsche Bank aber hat ihre Reputation mit der bewusst herbeigeführten Schließung des sechs Milliarden Euro schweren Immobilienfonds sehenden Auges gefährdet. Zwar haben die für Deutschland zuständigen Banker in den obersten Führungsgremien – im Vorstand und im Group Executive Comittee – vehement vor der Schließung gewarnt und einen Vertrauensschutz für ihre Kunden gefordert. Sie baten darum, es allen anderen Banken gleichzutun, die ähnliche Probleme mit ihren Immobilienfonds gehabt haben: mittels frischem Geld die drohende Krise abzuwenden. Aber die Machtbalance stand gegen sie – und damit auch der Vorstandschef selbst. Wollten sich die anderen Führungskräfte das Rekordergebnis nicht durch eine Rettungsaktion verderben lassen? Sind die deutschen Privatkunden zu einer Quantité negliable verkommen? Gab es gar einen lukrativen Plan der Investmentbanker, auf dem Rücken des Privatkundengeschäfts das große Geld bei der Abwicklung des Immobilienfonds zu machen?",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
48,-1,-2,-1,5,8,Vergangenheit,"Deutsche-Bank-Kritik, Grundbesitz-Invest-Schlie ung-Deutsche-Bank",Gegenwart,"Fehlinformationen Deutsche Bank, schwierige Marktsituation",Vergangenheit,"gespaltene Zunge, schwierige Marktsituation",Banken: Das Geldhaus mit den zwei Gesichtern ,"Die Antwort steht aus. Fest steht, dass die Bank mit gespaltener Zunge sprach, um die Schließung des Fonds herbeizuführen. »Die Marktsituation in Deutschland ist weiter schwierig und hat sich mittlerweile von der positiven Entwicklung im europäischen Ausland abgekoppelt« hieß es in der Mitteilung an den Vertrieb vom 9. Dezember, die die Einstellung des Verkaufs neuer Anteile am Grundbesitz Invest anordnete.",http://www.zeit.de/2006/06/Argument_06-neu/komplettansicht?print=true
