"",BBEX3.D.ARS.EUR.CA.AC.000,BBEX3.D.ARS.EUR.CA.AC.000_FLAGS
2013-10-29,8.07415,
2013-10-30,8.10910,
2013-10-31,8.01225,
2013-11-01,7.97660,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,8.00290,
2013-11-05,7.99295,
2013-11-06,.,No value available
2013-11-07,7.94260,
2013-11-08,7.94445,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,7.98210,
2013-11-12,8.01055,
2013-11-13,8.01605,
2013-11-14,8.04595,
2013-11-15,8.05405,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,8.08410,
2013-11-19,8.14945,
2013-11-20,8.09990,
2013-11-21,8.12820,
2013-11-22,8.21315,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,.,No value available
2013-11-26,8.23865,
2013-11-27,8.26565,
2013-11-28,8.30385,
2013-11-29,8.32675,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,8.31855,
2013-12-03,8.37780,
2013-12-04,8.40240,
2013-12-05,8.48145,
2013-12-06,8.52260,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,8.55025,
2013-12-10,8.59770,
2013-12-11,8.63625,
2013-12-12,8.60720,
2013-12-13,8.60455,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,8.65725,
2013-12-17,8.68565,
2013-12-18,8.74895,
2013-12-19,8.71260,
2013-12-20,8.76165,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,8.79575,
2013-12-24,.,No value available
2013-12-25,.,No value available
2013-12-26,8.83385,
2013-12-27,8.91545,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,8.97565,
2013-12-31,.,No value available
2014-01-01,.,No value available
2014-01-02,8.91810,
2014-01-03,8.89120,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,8.97000,
2014-01-07,8.96815,
2014-01-08,8.93355,
2014-01-09,8.97395,
2014-01-10,9.07875,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,9.11640,
2014-01-14,9.15495,
2014-01-15,9.15590,
2014-01-16,9.18040,
2014-01-17,9.16965,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,9.23065,
2014-01-21,9.30245,
2014-01-22,9.64800,
2014-01-23,10.53100,
2014-01-24,10.84505,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,10.84925,
2014-01-28,10.83970,
2014-01-29,10.83600,
2014-01-30,10.76155,
2014-01-31,10.71910,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,10.72345,
2014-02-04,10.72480,
2014-02-05,10.58850,
2014-02-06,10.65240,
2014-02-07,10.60965,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,10.60105,
2014-02-11,10.59750,
2014-02-12,10.53250,
2014-02-13,10.58455,
2014-02-14,10.56220,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,10.56625,
2014-02-18,10.62105,
2014-02-19,10.63060,
2014-02-20,10.64065,
2014-02-21,10.70610,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,10.72455,
2014-02-25,10.75235,
2014-02-26,10.70385,
2014-02-27,10.73440,
2014-02-28,10.81085,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,.,No value available
2014-03-04,.,No value available
2014-03-05,10.75495,
2014-03-06,10.83800,
2014-03-07,10.83900,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,10.83825,
2014-03-11,10.84290,
2014-03-12,10.88780,
2014-03-13,10.90525,
2014-03-14,10.92295,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,10.96415,
2014-03-18,11.01275,
2014-03-19,10.99985,
2014-03-20,10.90650,
2014-03-21,10.93005,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,.,No value available
2014-03-25,11.01495,
2014-03-26,10.98000,
2014-03-27,10.92855,
2014-03-28,10.93505,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,10.94960,
2014-04-01,10.97265,
2014-04-02,.,No value available
2014-04-03,10.90705,
2014-04-04,10.89435,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,10.92675,
2014-04-08,10.96885,
2014-04-09,10.97625,
2014-04-10,11.03985,
2014-04-11,11.05015,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,10.99350,
2014-04-15,10.98260,
2014-04-16,10.99275,
2014-04-17,.,No value available
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,10.96510,
2014-04-22,10.97205,
2014-04-23,10.98575,
2014-04-24,10.99510,
2014-04-25,11.00245,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,11.01420,
2014-04-29,10.98380,
2014-04-30,11.02750,
2014-05-01,.,No value available
2014-05-02,.,No value available
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,11.03645,
2014-05-06,11.07720,
2014-05-07,11.06430,
2014-05-08,11.01875,
2014-05-09,10.94335,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,10.95400,
2014-05-13,10.91835,
2014-05-14,10.94765,
2014-05-15,10.98115,
2014-05-16,10.96430,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,10.98045,
2014-05-20,10.96935,
2014-05-21,10.94645,
2014-05-22,10.93740,
2014-05-23,10.92675,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,10.94070,
2014-05-27,10.92585,
2014-05-28,10.91070,
2014-05-29,10.91765,
2014-05-30,10.95575,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,10.93045,
2014-06-03,10.96500,
2014-06-04,10.96070,
2014-06-05,11.03940,
2014-06-06,11.02160,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,10.97875,
2014-06-10,10.94080,
2014-06-11,10.93295,
2014-06-12,10.95400,
2014-06-13,10.93840,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,10.96285,
2014-06-17,10.94020,
2014-06-18,10.96505,
2014-06-19,10.99495,
2014-06-20,.,No value available
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,10.99250,
2014-06-24,10.99895,
2014-06-25,11.02110,
2014-06-26,11.00170,
2014-06-27,11.02755,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,11.06935,
2014-07-01,11.06885,
2014-07-02,11.04380,
2014-07-03,11.00905,
2014-07-04,10.99530,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,11.00775,
2014-07-08,11.01665,
2014-07-09,.,No value available
2014-07-10,11.01425,
2014-07-11,11.02350,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,11.02700,
2014-07-15,10.99055,
2014-07-16,10.96195,
2014-07-17,10.96465,
2014-07-18,10.97170,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,10.96600,
2014-07-22,10.93270,
2014-07-23,10.93025,
2014-07-24,10.94400,
2014-07-25,10.91965,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,10.93255,
2014-07-29,10.92135,
2014-07-30,10.90730,
2014-07-31,10.93155,
2014-08-01,10.99265,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,11.01995,
2014-08-05,10.98465,
2014-08-06,10.99750,
2014-08-07,10.97775,
2014-08-08,11.02730,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,11.00540,
2014-08-12,10.98920,
2014-08-13,10.99465,
2014-08-14,10.99915,
2014-08-15,11.02345,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,.,No value available
2014-08-19,10.96920,
2014-08-20,10.98455,
2014-08-21,11.08345,
2014-08-22,11.06085,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,11.02655,
2014-08-26,11.00530,
2014-08-27,11.02465,
2014-08-28,11.01235,
2014-08-29,10.97705,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,10.97490,
2014-09-02,10.97930,
2014-09-03,10.98435,
2014-09-04,10.82170,
2014-09-05,10.83905,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,10.77995,
2014-09-09,10.78370,
2014-09-10,10.77865,
2014-09-11,10.79580,
2014-09-12,10.81965,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,10.81130,
2014-09-16,10.83430,
2014-09-17,10.84495,
2014-09-18,10.80730,
2014-09-19,10.75265,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,10.74985,
2014-09-23,10.75845,
2014-09-24,10.70070,
2014-09-25,10.67650,
2014-09-26,10.65545,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,10.68505,
2014-09-30,10.58360,
2014-10-01,10.59285,
2014-10-02,10.64365,
2014-10-03,10.51310,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,10.58740,
2014-10-07,10.62775,
2014-10-08,10.65220,
2014-10-09,10.67955,
2014-10-10,10.62655,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,.,No value available
2014-10-14,10.66150,
2014-10-15,10.76675,
2014-10-16,10.79250,
2014-10-17,10.76725,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,10.79775,
2014-10-21,10.74965,
2014-10-22,10.68090,
2014-10-23,10.67410,
2014-10-24,10.70155,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,10.73620,
2014-10-28,10.76995,
2014-10-29,10.76455,
2014-10-30,10.66015,
2014-10-31,10.58920,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,10.55945,
2014-11-04,10.61060,
2014-11-05,10.56875,
2014-11-06,10.56875,
2014-11-07,10.52045,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,10.51420,
2014-11-11,10.54590,
2014-11-12,10.52730,
2014-11-13,10.54760,
2014-11-14,10.59195,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,10.53485,
2014-11-18,10.60760,
2014-11-19,10.62365,
2014-11-20,10.61435,
2014-11-21,10.48730,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,.,No value available
2014-11-25,10.56120,
2014-11-26,10.59680,
2014-11-27,10.57260,
2014-11-28,10.53960,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,10.60380,
2014-12-02,10.51875,
2014-12-03,10.45075,
2014-12-04,10.51715,
2014-12-05,10.46155,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,.,No value available
2014-12-09,10.53870,
2014-12-10,10.56385,
2014-12-11,10.52945,
2014-12-12,10.59275,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,10.57320,
2014-12-16,10.63860,
2014-12-17,10.55190,
2014-12-18,10.44105,
2014-12-19,10.40825,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,10.41550,
2014-12-23,10.35095,
2014-12-24,10.36820,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,10.35080,
2014-12-30,10.33600,
2014-12-31,.,No value available
2015-01-01,.,No value available
2015-01-02,11.08000,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,10.15155,
2015-01-06,10.16300,
2015-01-07,10.09740,
2015-01-08,10.09455,
2015-01-09,10.10620,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,10.10620,
2015-01-13,10.06840,
2015-01-14,10.07505,
2015-01-15,9.92355,
2015-01-16,9.87605,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,9.93285,
2015-01-20,9.88755,
2015-01-21,9.91305,
2015-01-22,9.75855,
2015-01-23,9.65510,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,9.67395,
2015-01-27,9.73940,
2015-01-28,9.74590,
2015-01-29,9.70125,
2015-01-30,9.70655,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,9.75625,
2015-02-03,9.88335,
2015-02-04,9.82625,
2015-02-05,9.85720,
2015-02-06,9.74760,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,9.76070,
2015-02-10,9.75285,
2015-02-11,9.74495,
2015-02-12,9.83725,
2015-02-13,9.85045,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,.,No value available
2015-02-17,.,No value available
2015-02-18,9.79650,
2015-02-19,9.83125,
2015-02-20,9.86230,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,9.81400,
2015-02-24,9.82825,
2015-02-25,9.85535,
2015-02-26,9.70855,
"","Source: Calculated on the basis of the buying and selling rates of the Banco de la Nación Argentina, Buenos Aires.",
