"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
2003-12,100.58,100.63,100.63,100.35,100.35,100.35,100.50,100.50,100.50,100.50,100.50,100.50,100.51,100.51,100.58,100.58,100.58,100.58,100.53,100.53,100.63,100.63,100.63,100.63,100.63,100.63,100.63,100.63,100.63,100.64,100.64,100.64,100.64,100.67,100.66,100.66,100.66,100.66,100.66,100.66,100.66,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,99.01,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59
2004-01,102.38,102.40,102.40,102.35,102.35,102.35,102.21,102.21,102.21,102.21,102.21,102.21,102.26,102.26,102.34,102.34,102.34,102.34,102.28,102.28,102.37,102.37,102.37,102.36,102.36,102.36,102.36,102.35,102.35,102.36,102.36,102.36,102.36,102.40,102.40,102.40,102.40,102.40,102.40,102.40,102.40,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21,95.21
2004-02,101.88,101.87,101.87,101.82,101.82,101.82,101.73,101.73,101.73,101.73,101.73,101.73,101.82,101.82,101.88,101.88,101.88,101.88,101.82,101.82,101.90,101.90,101.89,101.87,101.87,101.87,101.87,101.86,101.86,101.85,101.85,101.85,101.85,101.89,101.89,101.89,101.89,101.89,101.89,101.89,101.89,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,100.22,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73,94.73
2004-03,102.16,102.05,102.05,101.96,101.96,101.96,102.18,102.18,102.18,102.18,102.18,102.18,102.32,102.32,102.38,102.38,102.38,102.38,102.31,102.31,102.32,102.32,102.32,102.29,102.29,102.29,102.29,102.25,102.25,102.24,102.24,102.24,102.24,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07
2004-04,101.78,101.63,101.63,101.59,101.59,101.59,101.64,101.64,101.64,101.64,101.64,101.64,101.85,101.85,101.89,101.89,101.89,101.89,101.83,101.83,101.69,101.69,101.67,101.64,101.64,101.64,101.64,101.58,101.58,101.55,101.55,101.55,101.55,101.58,101.58,101.58,101.58,101.58,101.58,101.58,101.58,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44
2004-05,101.79,102.16,102.16,102.12,102.12,102.12,101.83,101.83,101.83,101.83,101.83,101.83,101.80,101.80,101.71,101.71,101.71,101.71,101.64,101.64,101.26,101.26,101.25,101.20,101.20,101.20,101.20,101.11,101.11,101.07,101.07,101.07,101.07,101.08,101.08,101.08,101.08,101.08,101.08,101.08,101.08,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,99.42,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98,93.98
2004-06,101.56,101.51,101.51,101.51,101.51,101.51,101.72,101.72,101.72,101.72,101.72,101.72,101.70,101.70,101.62,101.62,101.62,101.62,101.56,101.56,101.43,101.43,101.42,101.42,101.42,101.42,101.42,101.36,101.36,101.31,101.31,101.31,101.31,101.24,101.25,101.25,101.25,101.25,101.25,101.25,101.25,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.14
2004-07,101.13,100.49,100.49,100.53,100.53,100.53,100.58,100.58,100.58,100.58,100.58,100.58,100.55,100.55,100.44,100.44,100.44,100.44,100.37,100.37,100.38,100.38,100.40,100.38,100.38,100.38,100.38,100.35,100.35,100.34,100.34,100.34,100.34,100.40,100.38,100.38,100.38,100.38,100.38,100.38,100.38,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33,93.33
2004-08,101.13,101.24,101.24,101.34,101.34,101.34,101.49,101.49,101.49,101.49,101.49,101.49,101.40,101.40,101.38,101.38,101.38,101.38,101.32,101.32,101.31,101.31,101.32,101.47,101.47,101.47,101.47,101.42,101.42,101.42,101.42,101.42,101.42,101.48,101.48,101.48,101.48,101.48,101.48,101.48,101.48,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35
2004-09,101.07,101.27,101.27,101.39,101.39,101.39,101.69,101.69,101.69,101.69,101.69,101.69,101.29,101.29,101.30,101.30,101.30,101.30,101.24,101.24,101.28,101.28,101.30,101.31,101.31,101.31,101.31,101.53,101.53,101.73,101.73,101.73,101.73,101.60,101.59,101.59,101.59,101.59,101.59,101.59,101.59,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45
2004-10,102.51,102.58,102.58,102.57,102.57,102.57,102.38,102.38,102.38,102.38,102.38,102.38,102.36,102.36,102.24,102.24,102.24,102.24,102.17,102.17,102.41,102.41,102.42,102.43,102.43,102.43,102.43,102.56,102.56,102.55,102.55,102.55,102.55,102.43,102.43,102.43,102.43,102.43,102.43,102.43,102.43,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,100.75,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24,95.24
2004-11,101.08,101.18,101.18,101.62,101.62,101.62,101.50,101.50,101.50,101.50,101.50,101.50,101.52,101.52,101.63,101.63,101.63,101.63,101.56,101.56,101.62,101.62,101.62,101.63,101.63,101.63,101.63,101.66,101.66,101.62,101.62,101.62,101.62,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53
2004-12,101.28,101.36,101.36,100.87,100.87,100.87,101.00,101.00,101.00,101.00,101.00,101.00,101.01,101.01,101.08,101.08,101.08,101.08,101.02,101.02,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.08,101.08,101.11,101.11,101.11,101.11,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,99.48,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04
2005-01,101.81,101.85,101.85,101.78,101.78,101.77,101.38,101.38,101.38,101.38,101.38,101.38,101.46,101.46,101.56,101.56,101.56,101.56,101.49,101.49,101.69,101.69,101.69,101.68,101.68,101.68,101.68,101.62,101.62,101.66,101.66,101.66,101.66,101.69,101.69,101.69,101.69,101.69,101.69,101.69,101.69,99.50,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49,94.49
2005-02,101.85,101.79,101.79,101.75,101.75,101.73,101.59,101.59,101.59,101.59,101.59,101.59,101.72,101.72,101.80,101.80,101.80,101.80,101.73,101.73,101.90,101.90,101.89,101.86,101.86,101.86,101.86,101.84,101.84,101.86,101.86,101.86,101.86,101.86,101.87,101.87,101.87,101.87,101.87,101.87,101.87,99.78,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52
2005-03,102.47,102.31,102.31,102.19,102.19,102.19,102.42,102.42,102.42,102.42,102.42,102.42,102.61,102.61,102.65,102.65,102.65,102.65,102.57,102.57,102.61,102.61,102.60,102.56,102.56,102.56,102.56,102.53,102.53,102.49,102.49,102.49,102.49,102.49,102.49,102.49,102.49,102.49,102.49,102.49,102.49,101.42,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.20,101.18,101.18,101.18,101.18,101.18,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.18,101.18,101.18,101.18,101.18,101.18,101.18,101.18,101.18,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64
2005-04,102.74,102.55,102.55,102.49,102.49,102.38,102.24,102.24,102.24,102.24,102.24,102.24,102.55,102.55,102.55,102.55,102.55,102.55,102.47,102.47,102.20,102.20,102.18,102.13,102.13,102.13,102.13,102.08,102.08,102.03,102.03,102.03,102.03,102.05,102.06,102.06,102.06,102.06,102.06,102.06,102.06,100.33,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.28,100.26,100.26,100.26,100.26,100.26,100.26,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70,94.70
2005-05,100.86,101.24,101.24,101.21,101.21,101.22,101.19,101.19,101.19,101.19,101.19,101.19,101.11,101.11,101.05,101.05,101.05,101.05,100.98,100.98,100.49,100.49,100.48,100.42,100.42,100.42,100.42,100.29,100.29,100.25,100.25,100.25,100.25,100.20,100.21,100.21,100.21,100.21,100.21,100.21,100.21,98.83,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.84,98.84,98.84,98.84,98.84,98.84,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41
2005-06,101.28,101.35,101.35,101.34,101.34,101.39,101.50,101.50,101.50,101.50,101.50,101.50,101.45,101.45,101.33,101.33,101.33,101.33,101.26,101.26,101.08,101.08,101.05,101.03,101.03,101.03,101.03,100.99,100.99,100.87,100.87,100.87,100.87,100.94,100.95,100.95,100.95,100.95,100.95,100.95,100.95,99.42,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.32,99.33,99.33,99.33,99.33,99.33,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.36,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91,93.91
2005-07,103.20,102.48,102.48,102.51,102.51,102.23,102.16,102.16,102.16,102.16,102.16,102.16,102.10,102.10,101.89,101.89,101.89,101.89,101.82,101.82,101.86,101.86,101.89,101.83,101.83,101.83,101.83,101.77,101.77,101.77,101.77,101.77,101.77,101.80,101.78,101.78,101.78,101.78,101.78,101.78,101.78,100.11,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,100.04,100.03,100.03,100.03,100.03,100.03,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.04,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55
2005-08,100.74,100.86,100.86,100.99,100.99,100.75,101.17,101.17,101.17,101.17,101.17,101.17,101.07,101.07,101.08,101.08,101.08,101.08,101.01,101.01,100.97,100.97,100.98,101.28,101.28,101.28,101.28,101.17,101.17,101.20,101.20,101.20,101.20,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,99.54,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.30,99.31,99.31,99.31,99.31,99.31,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.29,99.32,99.32,99.32,99.32,99.32,99.32,99.32,99.32,99.32,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89,93.89
2005-09,100.84,101.10,101.10,101.25,101.25,101.01,101.29,101.29,101.29,101.29,101.29,101.29,100.80,100.80,100.77,100.77,100.77,100.77,100.69,100.69,100.75,100.75,100.78,100.78,100.78,100.78,100.78,101.17,101.17,101.36,101.36,101.36,101.36,101.27,101.27,101.27,101.27,101.27,101.27,101.27,101.27,99.31,99.15,99.15,99.15,99.15,99.15,99.15,99.15,99.15,99.15,99.15,99.15,99.34,99.34,99.34,99.34,99.34,99.34,99.32,99.32,99.32,99.32,99.32,99.32,99.32,99.32,99.32,99.32,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95
2005-10,,102.21,102.21,102.12,102.12,101.99,101.90,101.90,101.90,101.90,101.90,101.90,101.88,101.88,101.83,101.83,101.83,101.83,101.76,101.76,102.04,102.04,102.07,102.07,102.07,102.07,102.07,102.27,102.27,102.29,102.29,102.29,102.29,102.15,102.14,102.14,102.14,102.14,102.14,102.14,102.14,100.68,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.92,100.93,100.93,100.93,100.93,100.93,100.95,100.95,100.95,100.95,100.95,100.95,100.95,100.95,100.95,100.95,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45
2005-11,,,100.66,101.26,101.26,101.97,101.78,101.78,101.78,101.78,101.78,101.78,101.83,101.83,101.98,101.98,101.98,101.98,101.90,101.90,101.95,101.95,101.96,101.95,101.95,101.95,101.95,102.02,102.02,101.91,101.91,101.91,101.91,101.97,101.97,101.97,101.97,101.97,101.97,101.97,101.97,100.58,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.80,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23,95.23
2005-12,,,,103.21,103.21,103.00,102.94,102.94,102.94,102.94,102.94,102.94,102.93,102.93,102.95,102.95,102.95,102.95,102.87,102.87,103.01,103.01,103.00,103.00,103.00,103.00,103.00,102.83,102.83,102.91,102.91,102.91,102.91,102.96,102.96,102.96,102.96,102.96,102.96,102.96,102.96,100.79,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.68,100.70,100.70,100.70,100.70,100.70,100.76,100.76,100.76,100.76,100.76,100.76,100.76,100.76,100.76,100.76,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,100.79,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28
2006-01,,,,,102.83,102.83,102.56,102.56,102.56,102.56,102.56,102.56,102.64,102.64,102.83,102.83,102.42,102.42,102.62,102.62,102.94,102.94,102.94,102.93,102.93,102.93,102.93,102.77,102.77,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,101.44,101.83,101.83,101.83,101.83,101.83,101.83,101.83,101.83,101.83,101.83,101.83,101.82,101.81,101.81,101.81,101.81,101.81,101.82,101.82,101.82,101.82,101.82,101.82,101.82,101.82,101.82,101.82,101.85,101.85,101.85,101.85,101.85,101.85,101.85,101.85,101.85,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28
2006-02,,,,,,102.56,102.38,102.38,102.38,102.38,102.38,102.38,102.55,102.55,102.64,102.64,102.32,102.32,102.23,102.23,102.53,102.53,102.50,102.47,102.47,102.47,102.47,102.46,102.46,102.43,102.43,102.43,102.43,102.41,102.41,102.41,102.41,102.41,102.41,102.41,102.41,100.80,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.98,100.97,100.97,100.97,100.97,100.97,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.97,100.97,100.97,100.97,100.97,100.97,100.97,100.97,100.97,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45
2006-03,,,,,,,102.12,102.12,102.12,102.12,102.12,102.12,102.35,102.35,102.37,102.37,102.36,102.36,102.28,102.28,102.35,102.35,102.34,102.29,102.29,102.29,102.29,102.27,102.27,102.21,102.21,102.21,102.21,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,101.41,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.31,101.01,100.98,100.98,100.98,100.98,100.98,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.98,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45
2006-04,,,,,,,,102.38,102.38,102.38,102.38,102.38,102.71,102.71,102.66,102.66,102.64,102.64,102.82,102.82,102.39,102.39,102.38,102.32,102.32,102.32,102.32,102.26,102.26,102.20,102.20,102.20,102.20,102.10,102.11,102.11,102.11,102.11,102.11,102.11,102.11,100.32,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.21,100.11,100.10,100.10,100.10,100.10,100.10,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48
2006-05,,,,,,,,,103.84,103.84,103.84,103.84,103.75,103.75,103.73,103.73,103.88,103.88,104.13,104.13,103.55,103.55,103.53,103.45,103.45,103.45,103.45,103.28,103.28,103.26,103.26,103.26,103.26,103.14,103.15,103.15,103.15,103.15,103.15,103.15,103.15,101.59,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.39,101.41,101.41,101.41,101.41,101.41,101.41,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82
2006-06,,,,,,,,,,104.07,104.07,104.07,104.01,104.01,103.86,103.86,103.99,103.99,104.08,104.08,103.86,103.86,103.81,103.78,103.78,103.78,103.78,103.75,103.75,103.56,103.56,103.56,103.56,103.83,103.84,103.84,103.84,103.84,103.84,103.84,103.84,102.38,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.24,102.27,102.27,102.27,102.27,102.27,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.24,102.19,102.19,102.19,102.19,102.19,102.19,102.19,102.19,102.19,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60,96.60
2006-07,,,,,,,,,,,104.65,104.65,104.51,104.51,104.24,104.24,104.08,104.08,103.89,103.89,103.93,103.93,103.98,103.85,103.85,103.85,103.85,103.76,103.76,103.79,103.79,103.79,103.79,103.77,103.73,103.73,103.73,103.73,103.73,103.73,103.73,102.68,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.65,102.64,102.64,102.64,102.64,102.64,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02,97.02
